Offense Type,Premise,BlockRange,StreetName,Type
Burglary,Residence or House,10800-10899,RIVERVIEW DR,-
AutoTheft,Freeway Service Road,10800-10899,WESTHEIMER RD,RD
Burglary,Residence or House,10800-10899,RIVERVIEW DR,-
Burglary,Residence or House,10600-10699,BAYOU GLEN RD,RD
Burglary,Office Building,1300-1399,W.SAM HOUSTON PWY S. SUITE 340,-
AutoTheft,Apartment,9000-9099,GAYLORD,RD
Theft,Other Parking Lot,10700-10799,WESTHEIMER RD,RD
Aggravated Assault,Hotel or Motel Parking Lot,3000-3099,W SAM HOUSTON PKWY S,-
Theft,Apartment Parking Lot,3100-3199,HAYES,-
Aggravated Assault,Apartment Parking Lot,10600-10699,MEADOWGLEN LN,-
Robbery,Apartment,10800-10899,RICHMOND AVE,-
Theft,Department or Discount Store,11700-11799,WESTHEIMER,RD
Theft,Bar or Night Club Parking Lot,11100-11199,WESTHEIMER RD,RD
Theft,University or College,2800-2899,HAYES,-
Rape,Apartment,10900-10999,MEADOWGLEN LN,-
Theft,"Hotel, Motel, Inn, Etc.",6200-6299,MARINETTE APT 315B,-
Theft,Restaurant or Cafeteria Parking Lot,5800-5899,SAN FELIPE,ST
Theft,Grocery Store or Supermarket,11800-11899,WESTHEIMER,RD
Robbery,Restaurant or Cafeteria Parking Lot,12400-12499,WESTHEIMER RD,RD
Theft,"Hotel, Motel, Inn, Etc.",2900-2999,W SAM HOUSTON PKWY S,-
Theft,Restaurant or Cafeteria Parking Lot,11100-11199,WESTHEIMER,RD
Theft,Apartment Parking Lot,11700-11799,WESTHEIMER,RD
Aggravated Assault,"Road, Street, or Sidewalk",12100-12199,RICHMOND AVE,-
Theft,Hotel or Motel Parking Lot,3000-3099,W SAM HOUSTON PKWY S,-
Theft,Commercial Parking Lot or Garage,10600-10699,WESTPARK DR,-
Theft,Restaurant or Cafeteria Parking Lot,1800-1899,KILLINEY,CT
Burglary,Apartment,3000-3099,WOODLAND PARK DR,-
Burglary,Miscellaneous Business (Non-Specific),10800-10899,WESTHEIMER RD,RD
Theft,Apartment Parking Lot,12300-12399,RICHMOND AVE,-
Rape,"Other, Unknown, or Not Listed",12200-12299,RICHMOND AVE,-
Theft,Miscellaneous Business (Non-Specific),12100-12199,RICHMOND,AVE
AutoTheft,Commercial Parking Lot or Garage,14900-14999,SUNKISS,LN
Aggravated Assault,Apartment,10600-10699,MEADOWGLEN LN,-
Theft,Commercial Building,3100-3199,HAYES,-
Aggravated Assault,Apartment Parking Lot,10800-10899,RICHMOND AVE,-
Theft,Grocery Store or Supermarket Parking Lot,11800-11899,WESTHEIMER RD,RD
Theft,"Gym, Recreat, Club House, Indoor Pool",10700-10799,WESTHEIMER RD,RD
AutoTheft,Apartment Parking Lot,10800-10899,RICHMOND AVE,-
Burglary,Apartment,11300-11399,RICHMOND AVE,-
Theft,Grocery Store or Supermarket Parking Lot,11800-11899,WESTHEIMER RD,RD
Theft,Restaurant or Cafeteria Parking Lot,12100-12199,WESTHEIMER RD,RD
Theft,Restaurant or Cafeteria Parking Lot,10600-10699,WESTPARK,DR
Theft,Restaurant or Cafeteria Parking Lot,10600-10699,WESTPARK DR,-
Theft,Apartment Laundry,2800-2899,WALLINGFORD,RD
Theft,Other Parking Lot,11800-11899,WESTHEIMER RD,RD
Burglary,Apartment,10900-10999,MEADOWGLEN LN,-
AutoTheft,"Road, Street, or Sidewalk",2700-2799,WALLINGFORD,RD
Robbery,"Road, Street, or Sidewalk",2900-2999,DEATS RD APT C6,-
Theft,Miscellaneous Business (Non-Specific),10700-10799,WESTHEIMER RD,RD
Robbery,Apartment Parking Lot,2800-2899,WALNUT BEND LN,-
Burglary,Apartment,2800-2899,WALNUT BEND,LN
Theft,Restaurant or Cafeteria Parking Lot,11800-11899,WESTHEIMER RD,RD
Aggravated Assault,Strip Business Center Parking Lot,12100-12199,RICHMOND AVE,-
Theft,Other Parking Lot,10700-10799,WESTHEIMER RD,RD
Aggravated Assault,Apartment,11300-11399,RICHMOND AVE,-
Theft,Bus Stop,5400-5499,WESTHEIMER,ST
Theft,Strip Business Center Parking Lot,12500-12599,WESTHEIMER RD,RD
Theft,Grocery Store or Supermarket Parking Lot,2700-2799,S KIRKWOOD RD,RD
Theft,Other Parking Lot,12500-12599,WESTHEIMER RD,RD
Theft,Other Parking Lot,10700-10799,WESTHEIMER RD,RD
Theft,Hospital Parking Lot,12100-12199,RICHMOND,AVE
AutoTheft,Hotel or Motel Parking Lot,2900-2999,W SAM HOUSTON PKWY S,-
Theft,Apartment Parking Lot,2700-2799,WALLINGFORD DR,-
Theft,Clothing Store,10900-10999,WESTHEIMER,RD
Theft,"Electronics Store, Electrical Supplies",2900-2999,WALNUT BEND,LN
Theft,Apartment Parking Lot,10800-10899,RICHMOND AVE,-
Robbery,"Road, Street, or Sidewalk",2700-2799,S KIRKWOOD RD,RD
Theft,Restaurant or Cafeteria Parking Lot,10800-10899,WESTHEIMER RD,RD
Theft,Apartment,2900-2999,HAYES,-
Burglary,Apartment,10900-10999,MEADOWGLEN LN,-
AutoTheft,Apartment Parking Lot,12400-12499,OXFORD PARK DR,-
Burglary,Apartment,2800-2899,WALNUT BEND,LN
Theft,Restaurant or Cafeteria,2900-2999,W SAM HOUSTON PKWY S,-
Theft,Restaurant or Cafeteria,11800-11899,WESTHEIMER RD,RD
Burglary,Apartment,10700-10799,MEADOWGLEN LN,-
Theft,Apartment Parking Lot,11300-11399,RICHMOND AVE,-
AutoTheft,Hotel or Motel Parking Lot,2900-2999,SAM HOUSTON,PKWY
Robbery,Restaurant or Cafeteria Parking Lot,11600-11699,WESTHEIMER,RD
Burglary,Miscellaneous Business (Non-Specific),12500-12599,WESTHEIMER,RD
Theft,Department or Discount Store,10800-10899,WESTHEIMER RD,RD
Aggravated Assault,"Field, Woods, Forest, Park",2900-2999,HAYES,-
Robbery,Bus Stop,2800-2899,WALNUT BEND LN,-
Burglary,"Laundry, Dry Cleaners, Washaterias",10500-10599,WESTHEIMER,RD
Theft,Apartment Parking Lot,3200-3299,WOODLAND PARK DR,-
Theft,Apartment,12600-12699,NORTHWEST FWY,-
Theft,Apartment,1900-1999,UNIVERSITY,AVE
Theft,Grocery Store or Supermarket Parking Lot,900-999,BLUE WILLOW,DR
Aggravated Assault,Apartment Parking Lot,1200-1299,TRAVIS,ST
Burglary,Apartment,2800-2899,WALNUT BEND LN,-
Theft,Other Parking Lot,10700-10799,WESTHEIMER RD,RD
Burglary,Restaurant or Cafeteria,2600-2699,WILCREST,ST
Burglary,Apartment,2800-2899,WALNUT BEND,LN
Theft,"Hotel, Motel, Inn, Etc.",3000-3099,W SAM HOUSTON PKWY S,-
Theft,Other Parking Lot,10700-10799,WESTHEIMER RD,RD
Theft,Strip Business Center Parking Lot,11700-11799,WESTHEIMER,RD
Theft,Apartment Parking Lot,3000-3099,WALNUT BEND LN,-
Theft,Apartment,3200-3299,WOODLAND PARK DR,-
Theft,Service or Gas Station,UNK,W SAM HOUSTON PKWY S/WESTHEIMER ENTR,-
Theft,Department or Discount Store,11700-11799,WESTHEIMER,RD
Burglary,Apartment,12400-12499,OXFORD PARK DR,-
Theft,Apartment Parking Lot,3100-3199,HAYES,-
Theft,"Gym, Recreat, Club House, Indoor Pool",10700-10799,WESTHEIMER RD,RD
Theft,Apartment Parking Lot,3100-3199,HAYES,-
Aggravated Assault,"Road, Street, or Sidewalk",7100-7199,WINKLEMAN,RD
Robbery,Apartment Parking Lot,12400-12499,OXFORD PARK,DR
Theft,Department or Discount Store,2600-2699,KIRKWOOD,RD
AutoTheft,Other Parking Lot,3100-3199,HAYES,-
Theft,Apartment Parking Lot,2900-2999,SHADOWBRIAR DR,-
Theft,Apartment Parking Lot,3400-3499,WALNUT BEND LN,-
Theft,Service or Gas Station,3100-3199,DAIRY ASHFORD,RD
Burglary,Apartment,2700-2799,WOODLAND PARK,DR
Theft,Residence or House,12400-12499,SHADOWMIST DR,-
Theft,"Gym, Recreat, Club House, Indoor Pool",10700-10799,WESTHEIMER RD,RD
Burglary,"Gym, Recreat, Club House, Indoor Pool",10700-10799,WESTHEIMER RD,RD
Theft,Bar or Night Club,11400-11499,WESTHEIMER RD,RD
Theft,Apartment Parking Lot,2700-2799,WALLINGFORD DR,-
Theft,Apartment Parking Lot,10700-10799,MEADOWGLEN LN,-
Theft,Apartment Parking Lot,2700-2799,WALLINGFORD DR,-
Burglary,Apartment,10600-10699,MEADOWGLEN LN APT 1015,-
Robbery,Restaurant or Cafeteria Parking Lot,2900-2999,W SAM HOUSTON PKWY S,-
Burglary,Apartment,3100-3199,HAYES,RD
Theft,"Other, Unknown, or Not Listed",12000-12099,RICHMOND AVE,-
Theft,Restaurant or Cafeteria Parking Lot,1300-1399,SHERWOOD FOREST,ST
Theft,Apartment Parking Lot,11300-11399,RICHMOND AVE,-
Theft,Hotel or Motel Parking Lot,10600-10699,WESTPARK DR,-
Aggravated Assault,"Road, Street, or Sidewalk",600-699,ROBINDALE,DR
Theft,Restaurant or Cafeteria Parking Lot,1400-1499,AMBERWOOD LOOP,-
Burglary,Apartment,2800-2899,SHADOWBRIAR DR,-
Theft,Miscellaneous Business (Non-Specific),500-599,PORTWALL,ST
Theft,Hospital,12100-12199,RICHMOND,AVE
Theft,Other Parking Lot,12800-12899,BRIAR FOREST 140,-
Theft,Specialty Store (Non-Specific),2600-2699,KIRKWOOD,RD
Theft,"Hotel, Motel, Inn, Etc.",3100-3199,SAM HOUSTON,PKWY
Theft,Apartment,12300-12399,RICHMOND AVE,-
Burglary,Apartment,11200-11299,WESTPARK DR,-
Burglary,Residence or House,10900-10999,MEADOWGLEN LN,-
Robbery,Apartment Parking Lot,3400-3499,WALNUT BEND LN,-
Theft,Strip Business Center Parking Lot,12500-12599,WESTHEIMER RD,RD
Theft,Apartment Parking Lot,12000-12099,RICHMOND AVE,-
AutoTheft,Apartment,10900-10999,MEADOWGLEN LN,-
Theft,Apartment Parking Lot,2100-2199,BENTWORTH,DR
Theft,Grocery Store or Supermarket Parking Lot,12500-12599,BRIAR FOREST DR,-
Theft,"Road, Street, or Sidewalk",2000-2099,BENTWORTH DR,-
Burglary,"Church, Synagogue, or Temple",2200-2299,DAIRY ASHFORD,RD
Theft,Apartment Parking Lot,1900-1999,S KIRKWOOD RD,RD
Robbery,Apartment,2300-2399,WILCREST DR,-
Burglary,Apartment,2400-2499,S KIRKWOOD RD,RD
Burglary,Apartment,11700-11799,SOUTHLAKE DR,-
Burglary,Apartment,12400-12499,OVERBROOK LN,-
Theft,"Other, Unknown, or Not Listed",2100-2199,HAYES,-
Theft,Apartment Parking Lot,5800-5899,HILARY,-
Theft,Bank,11200-11299,WESTHEIMER RD,RD
Theft,Apartment Parking Lot,1900-1999,S KIRKWOOD RD,RD
Burglary,Apartment,2000-2099,BENTWORTH DR,-
Burglary,Apartment,2300-2399,HAYES ROAD APT,-
Theft,Residence or House,11500-11599,ROCKY BEND DR,-
Theft,Service or Gas Station,11100-11199,BRIAR FOREST,ST
Theft,Strip Business Center Parking Lot,11300-11399,WESTHEIMER RD,RD
Theft,Restaurant or Cafeteria Parking Lot,1300-1399,S DAIRY ASHFORD RD,RD
Burglary,Apartment,2400-2499,GRAY FALLS DR,-
Robbery,Apartment,2400-2499,GRAY FALLS DRIVE APT,-
Theft,Apartment Parking Lot,2000-2099,BENTWORTH DR,-
Theft,Strip Business Center Parking Lot,11100-11199,WESTHEIMER RD,RD
AutoTheft,"Road, Street, or Sidewalk",10100-10199,FORUM PARK,DR
Burglary,Apartment,2400-2499,GRAY FALLS DR,-
Theft,"Other, Unknown, or Not Listed",2300-2399,WOODLAND PARK DR,-
Theft,Service or Gas Station,11100-11199,WESTHEIMER RD,RD
Theft,Service or Gas Station,12500-12599,WESTHEIMER,RD
Theft,Apartment Parking Lot,11200-11299,LYNBROOK DR,-
Burglary,Apartment,2400-2499,S KIRKWOOD RD,RD
Burglary,Residence or House,11800-11899,CASTLE RIDGE DR,-
Theft,Driveway,1500-1599,SANDY SPRINGS RD,RD
Theft,Apartment Parking Lot,2900-2999,HAYES,RD
Theft,Apartment Parking Lot,2400-2499,S KIRKWOOD RD,RD
Theft,Driveway,12000-12099,WALDEMAR DR,-
Theft,Other Parking Lot,11400-11499,WESTHEIMER RD,RD
Robbery,Bank or Savings Institution Parking Lot,11500-11599,WESTHEIMER RD,RD
Aggravated Assault,Residence or House,1500-1599,ROCKIN,DR
Theft,Commercial Building,2500-2599,HAYES,-
Theft,Apartment,1300-1399,SILVERADO DR,-
Theft,"Road, Street, or Sidewalk",2000-2099,BENTWORTH DR,-
Theft,Garage or Carport,1500-1599,WOOD LODGE DR,-
Burglary,Apartment,2400-2499,S KIRKWOOD RD,RD
Theft,"Hotel, Motel, Inn, Etc.",11200-11299,WESTHEIMER RD,RD
Theft,Apartment,11700-11799,SOUTHLAKE DR,-
Aggravated Assault,Apartment,11700-11799,WESTHEIMER RD,RD
Rape,"Road, Street, or Sidewalk",2200-2299,S KIRKWOOD RD,RD
Theft,"Road, Street, or Sidewalk",10800-10899,WESTHEIMER,RD
Theft,Strip Business Center Parking Lot,12500-12599,WESTHEIMER RD,RD
Burglary,Apartment,2300-2399,HAYES,-
Aggravated Assault,Convenience Store,11100-11199,BRIAR FOREST,ST
Robbery,Apartment Parking Lot,2100-2199,S KIRKWOOD RD,RD
Robbery,"Road, Street, or Sidewalk",2100-2199,HAYES,-
AutoTheft,Commercial Parking Lot or Garage,1800-1899,S KIRKWOOD RD,RD
Theft,Convenience Store,11100-11199,BRIAR FOREST,ST
AutoTheft,Apartment Parking Lot,2300-2399,HAYES,-
Theft,Driveway,1800-1899,HARLAND,DR
Theft,"Road, Street, or Sidewalk",11800-11899,CARRIAGE HILL DR,-
Burglary,Apartment,2400-2499,S KIRKWOOD RD,RD
Theft,Apartment Parking Lot,12500-12599,PIPING ROCK DR,-
Aggravated Assault,Apartment,2400-2499,S KIRKWOOD RD,RD
Aggravated Assault,"Road, Street, or Sidewalk",5200-5299,GRIGGS,RD
Burglary,Apartment,2400-2499,KIRKWOOD,RD
Robbery,Apartment,11500-11599,WESTHEIMER,RD
AutoTheft,Apartment Parking Lot,2300-2399,WILCREST DR,-
Burglary,Specialty Store (Non-Specific),12200-12299,WESTHEIMER,RD
Burglary,Apartment,2200-2299,HAYES,RD
Aggravated Assault,Apartment,2400-2499,KIRKWOOD,RD
Robbery,Apartment Parking Lot,2400-2499,S KIRKWOOD RD,RD
Burglary,Apartment,10100-10199,FORUM PARK DRIVE APT 275,-
Burglary,Apartment,11700-11799,WESTHEIMER RD,RD
Robbery,"Road, Street, or Sidewalk",12100-12199,RICHMOND,AVE
Robbery,Driveway,11700-11799,GESSNER,RD
Theft,Apartment Parking Lot,2200-2299,HAYES,-
Robbery,Bar or Night Club,11300-11399,WESTHEIMER,RD
Aggravated Assault,"Road, Street, or Sidewalk",7600-7699,JONATHON,CT
Robbery,Apartment Parking Lot,2100-2199,HAYES,-
Theft,Apartment Parking Lot,2100-2199,HAYES,-
Theft,Restaurant or Cafeteria Parking Lot,11200-11299,WESTHEIMER RD,RD
Theft,Bar or Night Club,11300-11399,WESTHEIMER RD,RD
Theft,Driveway,12500-12599,WESTERLEY LN,-
Burglary,Apartment,12400-12499,OVERBROOK LN,-
Theft,Apartment Parking Lot,2100-2199,S KIRKWOOD RD,RD
Theft,Apartment,6500-6599,MD ANDERSON,BLVD
Theft,Apartment Parking Lot,11200-11299,OLYMPIA DR,-
Theft,Department or Discount Store,12500-12599,WESTHEIMER,RD
Theft,Apartment Parking Lot,2500-2599,WOODLAND PARK DR,-
Theft,Strip Business Center Parking Lot,9000-9099,KATY,FWY
Burglary,Residence or House,12100-12199,PIPING ROCK DR,-
Theft,Nursing Home,1400-1499,SANDY SPRINGS RD,RD
Burglary,Apartment,2200-2299,HAYES,-
Theft,Grocery Store or Supermarket Parking Lot,11900-11999,WESTHEIMER RD,RD
Theft,Driveway,1700-1799,SHANNON VALLEY,-
Theft,Driveway,11600-11699,GLEN KNOLL CT,-
Theft,"Other, Unknown, or Not Listed",1500-1599,WOOD LODGE DR,-
Theft,Other Parking Lot,1200-1299,WILCREST DR,-
Theft,Department or Discount Store,900-999,GESSNER,RD
Theft,Restaurant or Cafeteria Parking Lot,11300-11399,KATY FWY IB,-
Theft,Mall Common Area,300-399,MEMORIAL CITY WAY,-
Theft,Commercial Parking Lot or Garage,700-799,W SAM HOUSTON PKWY N,-
Theft,Mall Parking Lot,800-899,TOWN AND COUNTRY LN,-
Theft,Restaurant or Cafeteria Parking Lot,10400-10499,KATY FWY IB,-
Robbery,Other Parking Lot,800-899,STREY LN,-
AutoTheft,Restaurant or Cafeteria Parking Lot,700-799,TOWN AND COUNTRY BLVD,BLVD
Theft,Barber And Beauty Shops,900-999,GESSNER,RD
Theft,Strip Business Center Parking Lot,700-799,W SAM HOUSTON PKWY N,-
Theft,Department or Discount Store,900-999,GESSNER,RD
Theft,Department or Discount Store,15100-15199,MCLOED,ST
Theft,Commercial Parking Lot or Garage,900-999,GESSNER RD,RD
Theft,Restaurant or Cafeteria Parking Lot,11300-11399,CLAY,RD
Theft,Apartment Parking Lot,900-999,N WILCREST DR,-
Theft,Apartment,800-899,TOWN AND COUNTRY PVT BLVD,BLVD
Theft,Middle School,12500-12599,VINDON,-
Theft,"Theatres, Dinner Theaters, Auditoriums",900-999,GESSNER RD,RD
Theft,Department or Discount Store,5900-5999,RANCHESTER DR APT 1220,-
Burglary,Residence or House,12600-12699,MEMORIAL DR,-
Theft,Strip Business Center Parking Lot,700-799,PO BOX 9690,-
Theft,Restaurant or Cafeteria Parking Lot,12500-12599,MEMORIAL,DR
Aggravated Assault,Apartment,800-899,WAX MYRTLE,-
Burglary,Residence or House,10200-10299,ELLA,BLVD
Theft,Driveway,UNK,WARRENTON DR,-
AutoTheft,Strip Business Center Parking Lot,11200-11299,KATY FWY IB,-
Theft,Department or Discount Store,900-999,MEMORIAL CITY,WAY
Burglary,Residence or House,12700-12799,HUNTINGWICK DR,-
Burglary,Residence or House,600-699,WYCLIFFE DR,-
Theft,Commercial Parking Lot or Garage,800-899,TOWN AND COUNTRY PVT BLVD,BLVD
Theft,Miscellaneous Business (Non-Specific),900-999,GESSNER,RD
Theft,Other Parking Lot,13200-13299,KATY,FWY
Theft,Mall Parking Lot,300-399,MEMORIAL CITY WAY,-
Theft,Apartment Parking Lot,5800-5899,ROGERDALE,RD
Theft,Restaurant or Cafeteria Parking Lot,11300-11399,KATY FWY IB,-
Theft,Residence or House,13000-13099,TRAIL HOLLOW DR,-
Theft,Residence or House,500-599,HALLIE,-
AutoTheft,Other Parking Lot,800-899,TOWN AND COUNTRY LN,-
Theft,Restaurant or Cafeteria Parking Lot,7600-7699,AIRPORT,BLVD
Theft,Other Parking Lot,10200-10299,KATY FWY IB,-
Theft,Restaurant or Cafeteria Parking Lot,900-999,GESSNER RD,RD
Aggravated Assault,"Other, Unknown, or Not Listed",11800-11899,BRIAR FOREST,ST
Theft,Mall Parking Lot,6900-6999,WAXAHACHIE,ST
Theft,Other Parking Lot,300-399,MEMORIAL CITY WAY,-
Theft,Commercial Parking Lot or Garage,900-999,MEMORIAL CITY,WAY
Theft,Other Parking Lot,300-399,MEMORIAL CITY WAY,-
Burglary,Residence or House,12600-12699,MEMORIAL DR,-
Theft,Department or Discount Store,900-999,GESSNER,RD
Burglary,Residence or House,14100-14199,PINEROCK LN,-
Theft,Restaurant or Cafeteria Parking Lot,11100-11199,KATY FWY IB,-
Burglary,Rental Storage Facility,10800-10899,KATY,FWY
Theft,Driveway,13600-13699,PEBBLEBROOK DR,-
Aggravated Assault,Apartment Parking Lot,2800-2899,DARBY BROOK,DR
Theft,Department or Discount Store,200-299,MEMORIAL CITY,WAY
Theft,Department or Discount Store,900-999,GESSNER,RD
Theft,"Road, Street, or Sidewalk",400-499,ELECTRA DR,-
Theft,Garage or Carport,10400-10499,TOWN AND COUNTRY WAY,-
Theft,Commercial Parking Lot or Garage,900-999,FROSTWOOD,-
Theft,Other Parking Lot,300-399,MEMORIAL CITY WAY,-
Theft,Commercial Building,14000-14099,MEMORIAL,DR
Theft,Department or Discount Store,900-999,MEMORIAL CITY,WAY
Theft,Barber And Beauty Shops,900-999,GESSNER,RD
Theft,Miscellaneous Business (Non-Specific),700-799,TOWN AND COUNTRY BLVD,BLVD
Burglary,Apartment,12600-12699,MEMORIAL,DR
Burglary,Commercial Building,11100-11199,KATY,FWY
Burglary,Condominium,12600-12699,MEMORIAL DR,-
Theft,Restaurant or Cafeteria Parking Lot,11300-11399,KATY FWY IB,-
Theft,Department or Discount Store,300-399,MEMORIAL CITY,WAY
Theft,Restaurant or Cafeteria,14000-14099,MEMORIAL DR,-
Theft,Grocery Store or Supermarket Parking Lot,12300-12399,KIMBERLEY,-
Theft,Grocery Store or Supermarket Parking Lot,900-999,GESSNER,RD
Theft,Residence or House,100-199,GERSHWIN,-
Burglary,Condominium,12600-12699,MEMORIAL,DR
Theft,"Other, Unknown, or Not Listed",900-999,GESSNER,RD
Theft,Restaurant or Cafeteria Parking Lot,10100-10199,OLD KATY,RD
Theft,"Other, Unknown, or Not Listed",12800-12899,MEMORIAL DR,-
Robbery,Commercial Parking Lot or Garage,900-999,GESSNER,RD
Theft,Mall Common Area,900-999,GESSNER,RD
Theft,Grocery Store or Supermarket,900-999,GESSNER,RD
Theft,Restaurant or Cafeteria Parking Lot,600-699,MEMORIAL CITY WAY,-
Theft,Restaurant or Cafeteria Parking Lot,11300-11399,KATY FWY IB,-
Theft,Restaurant or Cafeteria Parking Lot,300-399,MEMORIAL CITY WAY,-
Theft,Department or Discount Store,9000-9099,BACE,DR
Theft,Mall Common Area,300-399,MEMORIAL CITY WAY,-
Theft,Restaurant or Cafeteria Parking Lot,11300-11399,KATY FWY IB,-
Theft,Department or Discount Store,900-999,GESSNER,RD
Theft,Miscellaneous Business (Non-Specific),10200-10299,KATY FWY IB,-
Theft,Other Parking Lot,9500-9599,KATY,FWY
Burglary,"Other, Unknown, or Not Listed",14000-14099,MEMORIAL,DR
Burglary,Restaurant or Cafeteria,11100-11199,KATY,FWY
Theft,Restaurant or Cafeteria Parking Lot,10900-10999,KATY FWY IB,-
Theft,Restaurant or Cafeteria Parking Lot,10500-10599,TOWN AND COUNTRY WAY,-
Theft,Hotel or Motel Parking Lot,11100-11199,KATY,FWY
Aggravated Assault,"Road, Street, or Sidewalk",10200-10299,KATY FWY IB,-
Theft,Restaurant or Cafeteria Parking Lot,10900-10999,KATY,FWY
Theft,Commercial Parking Lot or Garage,800-899,TOWN AND COUNTRY PVT BLVD,BLVD
Aggravated Assault,Highway or Freeway,100-199,MIZE,DR
Theft,Clothing Store,700-799,TOWN AND COUNTRY,BLVD
Theft,Commercial Building,900-999,MEMORIAL CITY,WAY
Theft,"Road, Street, or Sidewalk",22200-22299,WILLOWWOOD,DR
Theft,Mall Common Area,2000-2099,DAIRY ASHFORD,RD
AutoTheft,Commercial Parking Lot or Garage,800-899,TOWN AND COUNTRY PVT BLVD,BLVD
Theft,Commercial Parking Lot or Garage,800-899,SORELLA PVT,CT
Theft,Garage or Carport,13100-13199,TRAIL HOLLOW DR,-
Burglary,Residence or House,UNK,GESSNER ROAD,-
Theft,Sporting Goods or Gun Shops,16100-16199,KIETH HARROW,BLVD
Theft,Mall Common Area,900-999,GESSNER,RD
Burglary,Residence or House,12600-12699,MEMORIAL DR,-
Theft,Mall Common Area,300-399,MEMORIAL CITY,WAY
Theft,Specialty Store (Non-Specific),2700-2799,KINGS CANYON,CT
Theft,Mall Parking Lot,900-999,GESSNER RD,RD
Burglary,Residence or House,12700-12799,BOHEME DR,-
Theft,Clothing Store,300-399,MEMORIAL CITY,WAY
Theft,Department or Discount Store,10900-10999,ROYAL PINE,DR
Theft,Department or Discount Store,300-399,MEMORIAL CITY,WAY
Theft,Grocery Store or Supermarket,900-999,GESSNER,RD
Theft,Office Building,11200-11299,KATY FWY IB,-
Theft,Grocery Store or Supermarket,900-999,GESSNER,RD
Theft,Mall Parking Lot,300-399,MEMORIAL CITY WAY,-
Theft,Restaurant or Cafeteria Parking Lot,11300-11399,KATY FWY IB,-
Theft,"Other, Unknown, or Not Listed",13100-13199,TRAIL HOLLOW DR,-
Theft,"Vacant Single Occ Resd(House,Townhs,Dplex)",600-699,N WILCREST DR,-
Theft,Commercial Building,800-899,MEMORIAL CITY,WAY
Theft,Department or Discount Store,900-999,GESSNER,RD
Burglary,Clothing Store,800-899,TOWN AND COUNTRY PVT BLVD,BLVD
Theft,Hospital Parking Lot,900-999,FROSTWOOD,-
Theft,Department or Discount Store,12800-12899,MEMORIAL,DR
Theft,Department or Discount Store,900-999,GESSNER,RD
Theft,Restaurant or Cafeteria Parking Lot,11300-11399,KATY FWY IB,-
Theft,Restaurant or Cafeteria Parking Lot,12800-12899,KIMBERLEY LN,-
Theft,Department or Discount Store,300-399,MEMORIAL CITY,WAY
Theft,Department or Discount Store,900-999,GESSNER,RD
Theft,Mall Parking Lot,300-399,MEMORIAL CITY WAY,-
Theft,Mall Parking Lot,12100-12199,BARRYKNOLL LN,-
Theft,Garage or Carport,900-999,TOWN AND COUNTRY BLVD,BLVD
Theft,Mall Parking Lot,300-399,MEMORIAL CITY WAY,-
Theft,Clothing Store,300-399,MEMORIAL CITY WAY,-
AutoTheft,Apartment Parking Lot,800-899,WAX MYRTLE,-
Burglary,Garage or Carport,13000-13099,KIMBERLEY,LN
Theft,Department or Discount Store,900-999,GESSNER,RD
Theft,Department or Discount Store,3100-3199,WINDING SHORE,LN
Theft,Department or Discount Store,900-999,GESSNER,RD
AutoTheft,Residence or House,200-299,MIGNON LN,-
Rape,Highway or Freeway,900-999,GESSNER RD,RD
Theft,Department or Discount Store,900-999,GESSNER,RD
Theft,Mall Common Area,900-999,GESSNER,RD
Theft,Middle School,12500-12599,VINDON,-
AutoTheft,Mall Parking Lot,300-399,MEMORIAL CITY WAY,-
Theft,Mall Common Area,300-399,MEMORIAL CITY WAY,-
Theft,Clothing Store,10500-10599,KATY,FWY
Theft,Mall Common Area,300-399,MEMORIAL CITY WAY,-
Theft,"Road, Street, or Sidewalk",12700-12799,PEBBLEBROOK DR,-
Theft,Restaurant or Cafeteria,300-399,MCGOWEN,ST
Burglary,Apartment,800-899,YORKCHESTER DR,-
Aggravated Assault,"Road, Street, or Sidewalk",900-999,GESSNER RD,RD
Theft,Department or Discount Store,12800-12899,MEMORIAL,DR
Theft,Mall Common Area,900-999,GESSNER RD,RD
Theft,Other Parking Lot,UNK,GESSNER RD/KATY FWY OB,-
Theft,Mall Common Area,300-399,MEMORIAL CITY,WAY
Burglary,Office Building,4800-4899,VALERIE,-
Theft,Mall Common Area,300-399,MEMORIAL CITY,WAY
Theft,Mall Parking Lot,900-999,MEMORIAL CITY WAY,-
Theft,Construction Site,12000-12099,BARRYKNOLL LN,-
Theft,Mall Parking Lot,300-399,MEMORIAL CITY WAY,-
Burglary,Miscellaneous Business (Non-Specific),14000-14099,MEMORIAL,DR
Theft,Restaurant or Cafeteria Parking Lot,11300-11399,KATY FWY IB,-
Theft,Restaurant or Cafeteria Parking Lot,1200-1299,DAVIS,ST
Theft,Restaurant or Cafeteria Parking Lot,10500-10599,TOWN AND COUNTRY WAY,-
Theft,Mall Parking Lot,300-399,MEMORIAL CITY WAY,-
Theft,Mall Parking Lot,19500-19599,CARDIFF PARK,LN
Theft,Department or Discount Store,10500-10599,KATY,FWY
Theft,Clothing Store,900-999,GESSNER RD,RD
Theft,Department or Discount Store,900-999,GESSNER,RD
Theft,Commercial Parking Lot or Garage,800-899,TOWN AND COUNTRY PVT BLVD,BLVD
AutoTheft,Hospital Parking Lot,2200-2299,EAGLEPOINT,RD
