Offense Type,Beat,Premise,BlockRange,StreetName,Type
Aggravated Assault,17E10,Apartment,6100-6199,GLENMONT,DR
Aggravated Assault,17E10,Strip Business Center Parking Lot,6800-6899,BINTLIFF,DR
Theft,17E10,Grocery Store or Supermarket,5400-5499,RICE,AVE
Auto Theft,17E10,Apartment Parking Lot,6700-6799,SANDS POINT,DR
Theft,17E10,Apartment,6600-6699,DE MOSS,DR
Robbery,17E10,Grocery Store or Supermarket Parking Lot,5000-5099,RICE,AVE
Burglary,17E10,Apartment,6000-6099,GULFTON,DR
Theft,17E10,"Electronics Store, Electrical Supplies",UNK,BELLAIRE,BLVD
Theft,17E10,Residence or House,6200-6299,RENWICK,-
Burglary,17E10,"Physician, Doctor, Dentist's Office",5700-5799,BELLAIRE,BLVD
Aggravated Assault,17E10,Apartment,6700-6799,CHIMNEY ROCK,RD
Burglary,17E10,"Church, Synagogue, or Temple",6800-6899,BELLAIRE,BLVD
Aggravated Assault,17E10,"Other, Unknown, or Not Listed",6500-6599,CHIMNEY ROCK,RD
Theft,17E10,Department or Discount Store,6700-6799,HILLCROFT,AVE
Theft,17E10,Other Parking Lot,5300-5399,ELM,ST
Theft,17E10,Hotel or Motel Parking Lot,6800-6899,SOUTHWEST,FWY
Theft,17E10,Miscellaneous Business (Non-Specific),5300-5399,RICE,AVE
Robbery,17E10,Auto Repair,6000-6099,DASHWOOD,DR
Theft,17E10,Other Parking Lot,5800-5899,RICE,AVE
Aggravated Assault,17E10,"Road, Street, or Sidewalk",6200-6299,DASHWOOD,DR
Theft,17E10,Other Parking Lot,5800-5899,RICE,AVE
Theft,17E10,Convenience Store,5300-5399,RICE,AVE
Theft,17E10,Residence or House,6700-6799,CHIMNEY ROCK,RD
Theft,17E10,Commercial Parking Lot or Garage,6400-6499,HILLCROFT,AVE
Theft,17E10,"Road, Street, or Sidewalk",6100-6199,CLAREWOOD,DR
Theft,17E10,Apartment Parking Lot,5700-5799,RAMPART,ST
Robbery,17E10,Bar or Night Club,6100-6199,RAMPART,-
Theft,17E10,Commercial Parking Lot or Garage,7400-7499,ASHCROFT,DR
Theft,17E10,Bar or Night Club,6400-6499,HILLCROFT,AVE
Burglary,17E10,Apartment,5400-5499,CHIMNEY ROCK,RD
Theft,17E10,Residence or House,6500-6599,DE MOSS,DR
Theft,17E10,Service or Gas Station,5100-5199,GULFTON,-
Auto Theft,17E10,Apartment Parking Lot,6100-6199,GLENMONT,DR
Theft,17E10,Hotel or Motel Parking Lot,6600-6699,SOUTHWEST,FWY
Auto Theft,17E10,Apartment Parking Lot,6100-6199,RENWICK,-
Robbery,17E10,Apartment,5700-5799,GLENMONT,DR
Theft,17E10,Office Building,6000-6099,ROYALTON,-
Theft,17E10,Apartment Parking Lot,5700-5799,GLENMONT,DR
Theft,17E10,"Hotel, Motel, Inn, Etc.",5300-5399,RICE,AVE
Theft,17E10,Apartment Parking Lot,5500-5599,EL CAMINO DEL REY,ST
Theft,17E10,Other Parking Lot,6900-6999,HILLCROFT,AVE
Theft,17E10,Strip Business Center Parking Lot,5400-5499,RICE,AVE
Robbery,17E10,Grocery Store or Supermarket Parking Lot,5900-5999,RENWICK,-
Burglary,17E10,Apartment,6500-6599,HILLCROFT,AVE
Robbery,17E10,"Road, Street, or Sidewalk",6700-6799,MULLINS,DR
Robbery,17E10,"Road, Street, or Sidewalk",5500-5599,EL CAMINO DEL REY,ST
Theft,17E10,Apartment Parking Lot,6200-6299,WESTWARD,ST
Theft,17E10,Construction Site,5500-5599,GRAND LAKE,ST
Auto Theft,17E10,Apartment Parking Lot,5600-5699,GLENMONT,DR
Auto Theft,17E10,Apartment Parking Lot,5400-5499,CHIMNEY ROCK,RD
Burglary,17E10,"Amusement Park, Bowling Alley, Skate Rink",6700-6799,SOUTHWEST,FWY
Robbery,17E10,Bar or Night Club Parking Lot,6400-6499,HILLCROFT,AVE
Burglary,17E10,Apartment,6000-6099,GULFTON,-
Theft,17E10,"Road, Street, or Sidewalk",6400-6499,ATWELL,DR
Theft,17E10,"Road, Street, or Sidewalk",6600-6699,DUNLAP,ST
Robbery,17E10,"Road, Street, or Sidewalk",6100-6199,GLENMONT,DR
Theft,17E10,"Road, Street, or Sidewalk",6000-6099,GLENMONT,DR
Theft,17E10,Other Parking Lot,6200-6299,BISSONNET,ST
Theft,17E10,Service or Gas Station,5700-5799,GLENMONT,DR
Burglary,17E10,Apartment,6000-6099,BISSONNET,ST
Theft,17E10,Strip Business Center Parking Lot,5800-5899,RICE,AVE
Theft,17E10,Apartment Parking Lot,6600-6699,DUNLAP,ST
Robbery,17E10,,6600-6699,DUNLAP,ST
Aggravated Assault,17E10,Apartment Parking Lot,7000-7099,HILLCROFT,AVE
Burglary,17E10,"Multi-Plex Home (Duplex,Triplex Etc.)",6500-6599,RENWICK,-
Theft,17E10,Apartment,7000-7099,HILLCROFT,AVE
Theft,17E10,Service or Gas Station,5600-5699,SOUTHWEST,FWY
Theft,17E10,Drug Store or Medical Supply,6700-6799,HILLCROFT,AVE
Murder,17E10,Apartment Laundry,6100-6199,GLENMONT,DR
Burglary,17E10,Apartment,5600-5699,CHIMNEY ROCK,RD
Robbery,17E10,"Road, Street, or Sidewalk",6300-6399,WESTWARD,ST
Robbery,17E10,Apartment Parking Lot,6600-6699,CHETWOOD,DR
Burglary,17E10,Check Cashing Places,6200-6299,BISSONNET,ST
Theft,17E10,Apartment Parking Lot,6300-6399,CHIMNEY ROCK,RD
Auto Theft,17E10,Strip Business Center Parking Lot,6700-6799,RAMPART,ST
Robbery,17E10,Apartment Parking Lot,5900-5999,RAMPART,-
Auto Theft,17E10,Apartment Parking Lot,6600-6699,SANDS POINT,DR
Robbery,17E10,Specialty Store (Non-Specific),6600-6699,CHIMNEY ROCK,RD
Burglary,17E10,Apartment,5400-5499,RAMPART,-
Aggravated Assault,17E10,Apartment,6200-6299,RAMPART,-
Theft,17E10,Hotel or Motel Parking Lot,5300-5399,RICE,AVE
Aggravated Assault,17E10,Apartment Parking Lot,6100-6199,GLENMONT,DR
Theft,17E10,Apartment Parking Lot,5400-5499,CHIMNEY ROCK,RD
Aggravated Assault,17E10,Apartment,5300-5399,CLAREWOOD,DR
Robbery,17E10,"Road, Street, or Sidewalk",5700-5799,GLENMONT,DR
Theft,17E10,"Road, Street, or Sidewalk",5400-5499,RAMPART,ST
Theft,17E10,Service or Gas Station,5300-5399,RICE,AVE
Theft,17E10,Other Parking Lot,5500-5599,SOUTHWEST,FWY
Theft,17E10,"Road, Street, or Sidewalk",6000-6099,GLENMONT,DR
Aggravated Assault,17E10,"Furniture, Appliances, Radios, TV Store",6700-6799,HILLCROFT,AVE
Burglary,17E10,Miscellaneous Business (Non-Specific),6000-6099,BELLAIRE,BLVD
Burglary,17E10,Drug Store or Medical Supply,6000-6099,BELLAIRE,BLVD
Robbery,17E10,Apartment Parking Lot,6100-6199,GLENMONT,DR
Robbery,17E10,Car Wash,5600-5699,BISSONNET,ST
Theft,17E10,Convenience Store,6200-6299,CHIMNEY ROCK,RD
Aggravated Assault,17E10,Apartment,5700-5799,GULFTON,-
Burglary,17E10,"Physician, Doctor, Dentist's Office",6000-6099,BELLAIRE,BLVD
Aggravated Assault,17E10,Apartment,6600-6699,CHIMNEY ROCK,RD
Theft,17E10,Hotel or Motel Parking Lot,6600-6699,SOUTHWEST,FWY
Aggravated Assault,17E10,"Road, Street, or Sidewalk",6500-6599,GULFTON,ST
Robbery,17E10,Restaurant or Cafeteria,6100-6199,GLENMONT,DR
Theft,17E10,Grocery Store or Supermarket Parking Lot,5900-5999,RENWICK,-
Theft,17E10,Residence or House,5500-5599,EL CAMINO DEL REY,ST
Burglary,17E10,Apartment,6100-6199,RENWICK,-
Burglary,17E10,Garage or Carport,5500-5599,RICE,AVE
Robbery,17E10,"Other, Unknown, or Not Listed",5900-5999,CHIMNEY ROCK,RD
Theft,17E10,"Other, Unknown, or Not Listed",6000-6099,HILLCROFT,AVE
Theft,17E10,Apartment Parking Lot,5700-5799,GLENMONT,DR
Auto Theft,17E10,Apartment Parking Lot,6200-6299,GULFTON,ST
Auto Theft,17E10,Apartment Parking Lot,6300-6399,RAMPART,ST
Theft,17E10,"Other, Unknown, or Not Listed",6700-6799,HORNWOOD,DR
Theft,17E10,Bar or Night Club Parking Lot,6400-6499,HILLCROFT,AVE
Burglary,17E10,Restaurant or Cafeteria,5600-5699,BELLAIRE,BLVD
Theft,17E10,"Other, Unknown, or Not Listed",6500-6599,DUNLAP,ST
Aggravated Assault,17E10,"Parks and Recreation, Zoo, Swimming Pool",6000-6099,CHIMNEY ROCK,RD
Aggravated Assault,17E10,Apartment,6800-6899,HORNWOOD,DR
Theft,17E10,Miscellaneous Business (Non-Specific),5700-5799,BISSONNET,ST
Aggravated Assault,17E10,Apartment,6000-6099,GLENMONT,DR
Theft,17E10,"Road, Street, or Sidewalk",7700-7799,RENWICK,DR
Theft,17E10,Apartment Parking Lot,5800-5899,GLENMONT,DR
Theft,17E20,Apartment Parking Lot,8900-8999,GESSNER,RD
Theft,17E20,Apartment Parking Lot,8800-8899,FONDREN,RD
Robbery,17E20,Residence or House,7400-7499,BINTLIFF,DR
Theft,17E20,"Other, Unknown, or Not Listed",7000-7099,BISSONNET,ST
Theft,17E20,Grocery Store or Supermarket Parking Lot,6700-6799,BISSONNET,ST
Theft,17E20,Commercial Parking Lot or Garage,7200-7299,BISSONNET,ST
Theft,17E20,Residence or House,6800-6899,SHARPCREST,ST
Auto Theft,17E20,Apartment Parking Lot,8900-8999,FONDREN,RD
Burglary,17E20,Residence or House,5600-5699,SYLMAR,RD
Theft,17E20,"Gym, Recreat, Club House, Indoor Pool, Spa",7000-7099,BISSONNET,ST
Theft,17E20,Miscellaneous Business (Non-Specific),7800-7899,MEMORIAL,LN
Robbery,17E20,Condominium,7700-7799,CREEKBEND,DR
Theft,17E20,Residence or House,6900-6999,LEADER,ST
Robbery,17E20,Miscellaneous Business (Non-Specific),7400-7499,BISSONNET,ST
Burglary,17E20,Apartment,8400-8499,BRAESWOOD,BLVD
Theft,17E20,"Gym, Recreat, Club House, Indoor Pool, Spa",7000-7099,BISSONNET,ST
Robbery,17E20,"Road, Street, or Sidewalk",6800-6899,BEECHNUT,ST
Robbery,17E20,"Electronics Store, Electrical Supplies",7400-7499,BISSONNET,ST
Aggravated Assault,17E20,Apartment,9700-9799,GESSNER,RD
Robbery,17E20,Residence or House,8600-8699,WATEKA,DR
Aggravated Assault,17E20,Drug Store or Medical Supply,8500-8599,BRAESWOOD,BLVD
Theft,17E20,Apartment,7200-7299,KINGS GATE,CIR
Theft,17E20,Convenience Store,8500-8599,BRAESWOOD,BLVD
Burglary,17E20,Residence or House,7500-7599,GRAPE,ST
Aggravated Assault,17E20,Apartment,7600-7699,CREEKBEND,DR
Robbery,17E20,Apartment,8800-8899,FONDREN,RD
Theft,17E20,Garage or Carport,8000-8099,BRAES MEADOW,DR
Burglary,17E20,"Pawn, Resale Shop, or Flea Market",8300-8399,SOUTHWEST,FWY
Robbery,17E20,Commercial Parking Lot or Garage,8300-8399,SOUTHWEST,FWY
Burglary,17E20,Apartment,9700-9799,GESSNER,RD
Burglary,17E20,Residence or House,7100-7199,MOBUD,DR
Auto Theft,17E20,Driveway,6700-6799,SHARPCREST,ST
Aggravated Assault,17E20,Bar or Night Club,7300-7399,BISSONNET,ST
Robbery,17E20,Apartment,8300-8399,WEDNESBURY,LN
Theft,17E20,Grocery Store or Supermarket,6700-6799,BISSONNET,ST
Auto Theft,17E20,Apartment Parking Lot,8800-8899,FONDREN,RD
Robbery,17E20,Apartment Parking Lot,7600-7699,BEECHNUT,ST
Theft,17E20,Apartment Parking Lot,7400-7499,BISSONNET,ST
Theft,17E20,"Gym, Recreat, Club House, Indoor Pool, Spa",7000-7099,BISSONNET,ST
Theft,17E20,"Gym, Recreat, Club House, Indoor Pool, Spa",7000-7099,BISSONNET,ST
Auto Theft,17E20,Apartment Parking Lot,9000-9099,FONDREN,RD
Aggravated Assault,17E20,Apartment,9700-9799,GESSNER,RD
Burglary,17E20,Apartment,9600-9699,BRAES BAYOU,DR
Theft,17E20,Apartment Parking Lot,9700-9799,GESSNER,RD
Theft,17E20,Apartment Parking Lot,8400-8499,JASON,RD
Theft,17E20,Residence or House,10200-10299,GESSNER,RD
Murder,17E20,Apartment,9900-9999,MURRAY BROOK,DR
Burglary,17E20,Residence or House,7500-7599,GRAPE,ST
Burglary,17E20,Residence or House,9700-9799,GESSNER,RD
Theft,17E20,Service or Gas Station,7400-7499,FONDREN,RD
Theft,17E20,Drug Store or Medical Supply,8500-8599,BRAESWOOD,BLVD
Robbery,17E20,"Road, Street, or Sidewalk",7200-7299,TRIOLA,LN
Robbery,17E20,"Road, Street, or Sidewalk",8900-8999,FONDREN,RD
Auto Theft,17E20,Apartment Parking Lot,9100-9199,FONDREN,RD
Auto Theft,17E20,"Road, Street, or Sidewalk",9100-9199,FONDREN,RD
Theft,17E20,Service or Gas Station,6800-6899,BISSONNET,ST
Aggravated Assault,17E20,"Road, Street, or Sidewalk",6900-6999,LARKWOOD,DR
Theft,17E20,Apartment Parking Lot,8900-8999,GESSNER,RD
Aggravated Assault,17E20,Apartment,9700-9799,GESSNER,RD
Theft,17E20,Commercial Parking Lot or Garage,7000-7099,BISSONNET,ST
Theft,17E20,"Gym, Recreat, Club House, Indoor Pool, Spa",7100-7199,BISSONNET,ST
Auto Theft,17E20,"Road, Street, or Sidewalk",9600-9699,BRAES BAYOU,DR
Theft,17E20,Commercial Parking Lot or Garage,8100-8199,SOUTHWEST,FWY
Theft,17E20,Other Parking Lot,7000-7099,BISSONNET,ST
Aggravated Assault,17E20,Apartment,9700-9799,GESSNER,RD
Burglary,17E20,"Physician, Doctor, Dentist's Office",8100-8199,SOUTHWEST,FWY
Theft,17E20,Apartment,7600-7699,BEECHNUT,ST
Aggravated Assault,17E20,Residence or House,8100-8199,BURNING HILLS,-
Theft,17E20,Commercial Parking Lot or Garage,7700-7799,SOUTHWEST,FWY
Robbery,17E20,Apartment Parking Lot,9700-9799,GESSNER,RD
Robbery,17E30,"Parks and Recreation, Zoo, Swimming Pool",12100-12199,RICEVILLE SCHOOL,RD
Aggravated Assault,17E30,Private School,9200-9299,BISSONNET,ST
Theft,17E30,Driveway,10600-10699,CARAVAN,-
Theft,17E30,Driveway,10600-10699,CARAVAN,-
Robbery,17E30,Apartment Parking Lot,8700-8799,BRAESWOOD,BLVD
Theft,17E30,Grocery Store or Supermarket Parking Lot,11700-11799,SAM HOUSTON,PKWY
Theft,17E30,"Field, Woods, Forest, Park",12100-12199,RICEVILLE SCHOOL,RD
Burglary,17E30,Apartment,8800-8899,GUSTINE,LN
Burglary,17E30,Apartment,10100-10199,GESSNER,RD
Aggravated Assault,17E30,Apartment Parking Lot,10100-10199,GESSNER,RD
Theft,17E30,Bar or Night Club,9600-9699,SOUTHWEST,FWY
Theft,17E30,"Church, Synagogue, or Temple Parking Lot",11000-11099,GESSNER,RD
Theft,17E30,Apartment Parking Lot,11500-11599,KEEGANS RIDGE,RD
Theft,17E30,Residence or House,9400-9499,PIPESTONE,-
Theft,17E30,Residence or House,9300-9399,MEAUX,DR
Theft,17E30,"Electronics Store, Electrical Supplies",11500-11599,SOUTHWEST,FWY
Theft,17E30,Service or Gas Station,10900-10999,SAM HOUSTON,PKWY
Auto Theft,17E30,Apartment Parking Lot,11500-11599,KEEGANS RIDGE,RD
Robbery,17E30,Bank,9300-9399,BISSONNET,ST
Theft,17E30,Apartment Parking Lot,10200-10299,BELLFORT,AVE
Rape,17E30,Apartment Parking Lot,9200-9299,BISSONNET,ST
Theft,17E30,Apartment Parking Lot,8700-8799,GUSTINE,LN
Theft,17E30,Apartment Parking Lot,9000-9099,BRAESWOOD,BLVD
Burglary,17E30,Specialty Store (Non-Specific),11700-11799,SAM HOUSTON,PKWY
Theft,17E30,Bar or Night Club Parking Lot,8400-8499,GESSNER,RD
Theft,17E30,Rental Storage Facility,10600-10699,SOUTHWEST PLAZA,CT
Theft,17E30,Specialty Store (Non-Specific),8700-8799,GESSNER,RD
Burglary,17E30,Apartment,11500-11599,KEEGANS RIDGE,RD
Theft,17E30,Department or Discount Store,8600-8699,BRAESWOOD,BLVD
Theft,17E30,Construction Site,9600-9699,BELLFORT,AVE
Theft,17E30,Residence or House,8900-8999,BISSONNET,ST
Theft,17E30,Grocery Store or Supermarket,11200-11299,GESSNER,RD
Theft,17E30,Apartment Parking Lot,8900-8999,BISSONNET,ST
Theft,17E30,Residence or House,10600-10699,SOUTHWEST PLAZA,CT
Theft,17E30,Service or Gas Station,8600-8699,SOUTHWEST,FWY
Theft,17E30,Apartment Parking Lot,8800-8899,BENNING,DR
Burglary,17E30,Restaurant or Cafeteria Parking Lot,10800-10899,SAM HOUSTON,PKWY
Theft,17E30,"Other, Unknown, or Not Listed",9800-9899,HONEYWELL,RD
Aggravated Assault,17E30,"Road, Street, or Sidewalk",8800-8899,BISSONNET,ST
Theft,17E30,Specialty Store (Non-Specific),9500-9599,SOUTHWEST,FWY
Robbery,17E30,Other Parking Lot,9300-9399,SOUTHWEST,FWY
Theft,17E30,"Electronics Store, Electrical Supplies",11500-11599,SOUTHWEST,FWY
Theft,17E30,Bar or Night Club Parking Lot,9600-9699,SOUTHWEST,FWY
Theft,17E30,"Other, Unknown, or Not Listed",9300-9399,RONDA,LN
Aggravated Assault,17E30,Apartment,8800-8899,BRAESWOOD,BLVD
Theft,17E30,Department or Discount Store,8600-8699,BELLFORT,AVE
Theft,17E30,"Road, Street, or Sidewalk",UNK,BELLFORT,AVE
Theft,17E30,Apartment Rental Office,11500-11599,KEEGANS RIDGE,RD
Auto Theft,17E30,Commercial Parking Lot or Garage,11700-11799,SAM HOUSTON,PKWY
Aggravated Assault,17E30,Apartment,11500-11599,KEEGANS RIDGE,RD
Robbery,17E30,Strip Business Center Parking Lot,UNK,BISSONNET EXIT,-
Burglary,17E30,Commercial Building,11700-11799,SAM HOUSTON,PKWY
Theft,17E30,Service or Gas Station,8800-8899,BELLFORT,AVE
Robbery,17E30,Restaurant or Cafeteria,11800-11899,SAM HOUSTON,PKWY
Aggravated Assault,17E30,Bar or Night Club Parking Lot,9500-9599,SOUTHWEST,FWY
Burglary,17E30,Commercial Building,11700-11799,SAM HOUSTON,PKWY
Auto Theft,17E30,Apartment Parking Lot,8700-8799,BRAESWOOD,BLVD
Auto Theft,17E30,Apartment Parking Lot,8800-8899,BRAESWOOD,BLVD
Robbery,17E30,Bank or Savings Institution Parking Lot,8800-8899,GUSTINE,LN
Theft,17E30,Restaurant or Cafeteria,11200-11299,SOUTHWEST,FWY
Burglary,17E30,Apartment Parking Lot,9000-9099,BRAESWOOD,BLVD
Robbery,17E30,Apartment Parking Lot,8800-8899,GUSTINE,LN
Burglary,17E30,Apartment,8700-8799,BRAESWOOD,BLVD
Theft,17E30,"Road, Street, or Sidewalk",9700-9799,BRAEBURN GLEN,BLVD
Robbery,17E30,Grocery Store or Supermarket Parking Lot,9500-9599,SOUTHWEST,FWY
Theft,17E30,Strip Business Center Parking Lot,8400-8499,GESSNER,RD
Robbery,17E30,Apartment Parking Lot,8900-8999,BISSONNET,ST
Theft,17E30,Apartment Parking Lot,12200-12299,SAPLING,WAY
Auto Theft,17E30,Apartment Parking Lot,12200-12299,SAPLING,WAY
Burglary,17E30,Vehicle/Auto Sales/Lease/Auto Parts Store,9000-9099,BELLFORT,AVE
Theft,17E30,"Electronics Store, Electrical Supplies",11500-11599,SOUTHWEST,FWY
Auto Theft,17E30,Apartment Parking Lot,8900-8999,BISSONNET,ST
Theft,17E30,"Electronics Store, Electrical Supplies",11500-11599,SOUTHWEST,FWY
Theft,17E30,Residence or House,8900-8999,SANGAMON,-
Theft,17E30,Commercial Parking Lot or Garage,11700-11799,SAM HOUSTON,PKWY
Theft,17E30,Residence or House,11800-11899,WILCREST,DR
Robbery,17E30,Service or Gas Station,9300-9399,BISSONNET,ST
Theft,17E30,"Road, Street, or Sidewalk",8900-8999,ALTAMONT,DR
Theft,17E30,Vehicle/Auto Sales/Lease/Auto Parts Store,8600-8699,BELLFORT,AVE
Theft,17E30,Apartment Parking Lot,8800-8899,GUSTINE,LN
Auto Theft,17E30,Apartment Parking Lot,12200-12299,SAPLING,WAY
Burglary,17E30,Residence or House,11900-11999,PETERSHAM,DR
Theft,17E30,Apartment Parking Lot,8900-8999,BISSONNET,ST
Burglary,17E30,Residence or House,11900-11999,HANWORTH,DR
Burglary,17E30,Residence or House,9800-9899,HALLIFORD,DR
Theft,17E30,Service or Gas Station,9600-9699,HONEYWELL,RD
Robbery,17E30,"Road, Street, or Sidewalk",8900-8999,BISSONNET,ST
Theft,17E30,Office Building,10100-10199,SOUTHWEST,FWY
Theft,17E30,Apartment Parking Lot,8900-8999,BRAESWOOD,BLVD
Auto Theft,17E30,Vehicle/Auto Sales/Lease/Auto Parts Store,9200-9299,RONDA,LN
Theft,17E30,Apartment Parking Lot,8700-8799,GUSTINE,LN
Rape,17E30,Residence or House,9500-9599,AIRPORT,BLVD
Theft,17E30,"Electronics Store, Electrical Supplies",11500-11599,SOUTHWEST,FWY
Auto Theft,17E30,Rental Storage Facility,10400-10499,SOUTHWEST PLAZA,DR
Theft,17E30,"Electronics Store, Electrical Supplies",11500-11599,SOUTHWEST,FWY
Robbery,17E30,"Road, Street, or Sidewalk",11800-11899,ROARK,RD
Theft,17E30,Apartment,10700-10799,WESTBRAE,PKWY
Theft,17E30,,11300-11399,SAM HOUSTON,PKWY
Theft,17E30,Service or Gas Station,9300-9399,BISSONNET,ST
Robbery,17E30,Apartment Parking Lot,9000-9099,BRAESWOOD,BLVD
Aggravated Assault,17E30,Residence or House,8700-8799,STERLINGAME,DR
Robbery,17E30,Convenience Store Parking Lot,8900-8999,BISSONNET,ST
Burglary,17E30,Residence or House,8900-8999,HAVERSTOCK,DR
Burglary,17E30,Residence or House,8800-8899,COVENT GARDEN,-
Burglary,17E30,Residence or House,8800-8899,STERLINGAME,DR
Burglary,17E30,Residence or House,8900-8999,COVENT GARDEN,-
Burglary,17E30,Residence or House,8700-8799,COVENT GARDEN,-
Burglary,17E30,Residence or House,8700-8799,HAVERSTOCK,DR
Auto Theft,17E30,Miscellaneous Business (Non-Specific),9100-9199,SOUTHWEST,-
Theft,17E30,Grocery Store or Supermarket,8600-8699,BRAESWOOD,BLVD
Auto Theft,17E40,Residence or House,7700-7799,PORTAL,DR
Theft,17E40,Residence or House,6100-6199,WILLOWBEND,BLVD
Theft,17E40,Mall Parking Lot,10900-10999,BRAES BAYOU,DR
Theft,17E40,Other Parking Lot,11100-11199,FONDREN,RD
Aggravated Assault,17E40,Apartment,6200-6299,BELLFORT,AVE
Robbery,17E40,Apartment,6400-6499,BANKSIDE,DR
Burglary,17E40,Residence or House,6100-6199,CLARIDGE,DR
Burglary,17E40,Apartment,7800-7899,BELLFORT,AVE
Auto Theft,17E40,Apartment Parking Lot,12600-12699,DUNLAP,ST
Theft,17E40,Apartment,12200-12299,FONDREN,RD
Theft,17E40,Apartment Parking Lot,6600-6699,LUDINGTON,DR
Theft,17E40,Apartment Parking Lot,6100-6199,WILLOWBEND,BLVD
Theft,17E40,Apartment Parking Lot,10500-10599,FONDREN,RD
Auto Theft,17E40,Apartment,8000-8099,CREEKBEND,DR
Theft,17E40,Residence or House,12200-12299,BROOKVALLEY,DR
Aggravated Assault,17E40,Apartment Parking Lot,7700-7799,AIRPORT,BLVD
Theft,17E40,Liquor Store,7900-7999,AIRPORT,BLVD
Rape,17E40,Grocery Store or Supermarket,12300-12399,FONDREN,RD
Theft,17E40,Apartment Parking Lot,6400-6499,BANKSIDE,DR
Robbery,17E40,Apartment Parking Lot,11300-11399,FONDREN,RD
Auto Theft,17E40,Auto Repair,14600-14699,MINETTA,-
Theft,17E40,Apartment,6300-6399,DUMFRIES,DR
Theft,17E40,Strip Business Center Parking Lot,11100-11199,FONDREN,RD
Theft,17E40,Strip Business Center Parking Lot,11800-11899,FONDREN,RD
Theft,17E40,"Road, Street, or Sidewalk",7900-7999,CREEKBEND,DR
Theft,17E40,Residence or House,7800-7899,CANDLE,LN
Theft,17E40,"Other, Unknown, or Not Listed",8500-8599,BELLFORT,ST
Burglary,17E40,Apartment,10300-10399,SANDPIPER,DR
Theft,17E40,Residence or House,10700-10799,SANDPIPER,DR
Theft,17E40,Driveway,12000-12099,ARROWHEAD GLEN,DR
Aggravated Assault,17E40,Convenience Store Parking Lot,9700-9799,FONDREN,RD
Aggravated Assault,17E40,"Road, Street, or Sidewalk",11100-11199,ALBURY,DR
Aggravated Assault,17E40,"Road, Street, or Sidewalk",11300-11399,BRAESRIDGE,DR
Aggravated Assault,17E40,Strip Business Center Parking Lot,8000-8099,AIRPORT,BLVD
Murder,17E40,Apartment,12200-12299,SUNSET MEADOW,LN
Theft,17E40,Restaurant or Cafeteria,11200-11299,FONDREN,RD
Burglary,17E40,Apartment,6300-6399,AIRPORT,BLVD
Theft,17E40,Residence or House,6300-6399,CAMBRIDGE GLEN,-
Theft,17E40,Miscellaneous Business (Non-Specific),12900-12999,FONDREN,RD
Theft,17E40,Apartment Parking Lot,9800-9899,LARKWOOD,DR
Robbery,17E40,Strip Business Center Parking Lot,11200-11299,FONDREN,RD
Theft,17E40,Grocery Store or Supermarket Parking Lot,7700-7799,BELLFORT,AVE
Auto Theft,17E40,Apartment Parking Lot,12500-12599,DUNLAP,ST
Robbery,17E40,Other Parking Lot,6600-6699,WEST BELLFORT,-
Burglary,17E40,"Vacant Single Occ Resd(House,Townhs,Dplex)",11000-11099,ALBURY,DR
Theft,17E40,Bus Station,6300-6399,WEST BELLFORT,-
Theft,17E40,"Other, Unknown, or Not Listed",6700-6799,AIRPORT,BLVD
Theft,17E40,Apartment,8000-8099,CREEKBEND,DR
Robbery,17E40,Strip Business Center Parking Lot,11100-11199,BRAESRIDGE,DR
Theft,17E40,Apartment,11900-11999,BOB WHITE,DR
Burglary,17E40,Residence or House,12000-12099,CIRCLE,DR
Theft,17E40,Apartment Parking Lot,6400-6499,BANKSIDE,DR
Theft,17E40,Apartment Parking Lot,12300-12399,SANDPIPER,DR
Theft,17E40,Apartment,6300-6399,AIRPORT,BLVD
Auto Theft,17E40,"Road, Street, or Sidewalk",6400-6499,BELLFORT,AVE
Theft,17E40,Apartment Parking Lot,9800-9899,LARKWOOD,DR
Auto Theft,17E40,Apartment Parking Lot,6300-6399,AIRPORT,BLVD
