Offense Type,Beat,Premise,BlockRange,StreetName,Type
Rape,1A10,"Road, Street, or Sidewalk",1000-1099,PIERCE,ST
Robbery,1A10,"Road, Street, or Sidewalk",1700-1799,MAIN,ST
Burglary,1A10,"Amusement Park, Bowling Alley, Skate Rink",1500-1599,MCKINNEY,ST
Theft,1A10,"Hotel, Motel, Inn, Etc.",UNK,MAIN,ST
Theft,1A10,Commercial Parking Lot or Garage,1500-1599,POLK,-
Theft,1A10,"Road, Street, or Sidewalk",500-599,MCKINNEY,ST
Theft,1A10,"Hotel, Motel, Inn, Etc.",1700-1799,WALKER,ST
Aggravated Assault,1A10,"Road, Street, or Sidewalk",800-899,TRAVIS,-
Robbery,1A10,"Hotel, Motel, Inn, Etc.",800-899,MAIN,ST
Theft,1A10,Office Building,1400-1499,LOUISIANA,ST
Theft,1A10,Commercial Parking Lot or Garage,1800-1899,LA BRANCH,-
Robbery,1A10,"Road, Street, or Sidewalk",2000-2099,SAN JACINTO,ST
Theft,1A10,Commercial Parking Lot or Garage,1000-1099,COMMERCE,ST
Theft,1A10,Other Parking Lot,1200-1299,BELL,ST
Theft,1A10,Other Parking Lot,300-399,CAROLINE,ST
Burglary,1A10,Restaurant or Cafeteria,1200-1299,MCKINNEY,ST
Theft,1A10,Commercial Building,1000-1099,MCKINNEY,ST
Theft,1A10,Commercial Parking Lot or Garage,1300-1399,MAIN,ST
Robbery,1A10,Grocery Store or Supermarket Parking Lot,300-399,HAMILTON,ST
Theft,1A10,Other Parking Lot,800-899,SAN JACINTO,ST
Aggravated Assault,1A10,"Hotel, Motel, Inn, Etc.",1600-1699,LAMAR,-
Robbery,1A10,"Road, Street, or Sidewalk",800-899,FANNIN,ST
Theft,1A10,Bus Stop,UNK,TRAVIS,-
Theft,1A10,Commercial Parking Lot or Garage,1200-1299,PEASE,ST
Theft,1A10,"Road, Street, or Sidewalk",1000-1099,PRAIRIE,ST
Theft,1A10,Commercial Parking Lot or Garage,1000-1099,AVENIDA DE LAS AMERI,-
Theft,1A10,Hotel or Motel Parking Lot,1500-1599,SAN JACINTO,ST
Auto Theft,1A10,Garage or Carport,1600-1699,FANNIN,ST
Burglary,1A10,"Hotel, Motel, Inn, Etc.",400-499,SAN JACINTO,ST
Aggravated Assault,1A10,"Road, Street, or Sidewalk",1700-1799,WALKER,ST
Theft,1A10,Restaurant or Cafeteria,800-899,DALLAS,ST
Auto Theft,1A10,"Road, Street, or Sidewalk",1300-1399,AUSTIN,ST
Theft,1A10,Miscellaneous Business (Non-Specific),1000-1099,AVENIDA DE LAS AMERI,-
Theft,1A10,"Other, Unknown, or Not Listed",1100-1199,LOUISIANA,ST
Theft,1A10,Commercial Parking Lot or Garage,1900-1999,SMITH,-
Theft,1A10,Bar or Night Club,1200-1299,BAKER,ST
Theft,1A10,"Road, Street, or Sidewalk",1200-1299,FRANKLIN,ST
Theft,1A10,Restaurant or Cafeteria,1600-1699,MAIN,ST
Theft,1A10,Mobile Home,1600-1699,LAMAR,-
Theft,1A10,Bus Station,1900-1999,MAIN,ST
Theft,1A10,Convention Center or Exhibit Halls,1000-1099,AVENIDA DE LAS AMERI,-
Theft,1A10,"Parks and Recreation, Zoo, Swimming Pool",1500-1599,MCKINNEY,ST
Theft,1A10,,700-799,PRESTON,ST
Theft,1A10,Commercial Parking Lot or Garage,1800-1899,CONGRESS,-
Theft,1A10,Residence or House,1900-1999,RUSK,ST
Theft,1A10,Office Building,800-899,TRAVIS,-
Theft,1A10,Restaurant or Cafeteria,1200-1299,MCKINNEY,ST
Theft,1A10,"Road, Street, or Sidewalk",1500-1599,LAMAR,-
Theft,1A10,Convention Center or Exhibit Halls,1000-1099,AVENIDA DE LAS AMERI,-
Theft,1A10,"Road, Street, or Sidewalk",1500-1599,BELL,ST
Theft,1A10,Convention Center or Exhibit Halls,1700-1799,WALKER,ST
Theft,1A10,Restaurant or Cafeteria,800-899,MAIN,ST
Robbery,1A10,"Road, Street, or Sidewalk",100-199,MAIN,ST
Theft,1A10,"Stadium, Sports Arena, Race Track",1000-1099,AVENIDA DE LAS AMERI,-
Theft,1A10,,1000-1099,AVENIDA DE LAS AMERI,-
Auto Theft,1A10,"Road, Street, or Sidewalk",1300-1399,WALKER,ST
Theft,1A10,"Other, Unknown, or Not Listed",1000-1099,AVENIDA DE LAS AMERI,-
Theft,1A10,"Stadium, Sports Arena, Race Track",1500-1599,POLK,-
Theft,1A10,Bar or Night Club,500-599,MAIN,ST
Theft,1A10,"Parks and Recreation, Zoo, Swimming Pool",1000-1099,AVENIDA DE LAS AMERI,-
Theft,1A10,"Road, Street, or Sidewalk",1800-1899,RUSK,ST
Theft,1A10,"Other, Unknown, or Not Listed",1500-1599,MCKINNEY,ST
Theft,1A10,"Parks and Recreation, Zoo, Swimming Pool",1500-1599,MCKINNEY,ST
Theft,1A10,"Parks and Recreation, Zoo, Swimming Pool",1600-1699,MCKINNEY,ST
Theft,1A10,"Road, Street, or Sidewalk",1400-1499,LOUISIANA,ST
Theft,1A10,Bar or Night Club,500-599,MAIN,ST
Burglary,1A10,Apartment,1600-1699,FANNIN,ST
Theft,1A10,Apartment,1700-1799,MAIN,ST
Theft,1A10,Convention Center or Exhibit Halls,1000-1099,AVENIDA DE LAS AMERI,-
Burglary,1A10,Garage or Carport,1100-1199,SAN JACINTO,ST
Theft,1A10,Strip Business Center Parking Lot,500-599,TEXAS,ST
Auto Theft,1A10,"Road, Street, or Sidewalk",1000-1099,AVENIDA DE LAS AMERI,-
Auto Theft,1A10,"Road, Street, or Sidewalk",1500-1599,LEELAND,-
Theft,1A10,Park and Ride Terminal,1500-1599,MCKINNEY,ST
Auto Theft,1A10,"Road, Street, or Sidewalk",600-699,WALNUT,ST
Robbery,1A10,"Road, Street, or Sidewalk",200-299,TRAVIS,-
Theft,1A10,"Road, Street, or Sidewalk",800-899,PRESTON,ST
Theft,1A10,Park and Ride Terminal,1900-1999,MAIN,ST
Theft,1A10,Bus Station,1700-1799,MAIN,ST
Theft,1A10,Bus Station,1900-1999,MAIN,ST
Theft,1A10,"Hotel, Motel, Inn, Etc.",1000-1099,AVENIDA DE LAS AMERI,-
Theft,1A10,"Other, Unknown, or Not Listed",1000-1099,AVENIDA DE LAS AMERI,-
Theft,1A10,"Other, Unknown, or Not Listed",1500-1599,MCKINNEY,ST
Theft,1A10,"Stadium, Sports Arena, Race Track",1600-1699,BELL,ST
Theft,1A10,Convenience Store,900-999,MAIN,ST
Auto Theft,1A10,Commercial Parking Lot or Garage,1400-1499,COMMERCE,ST
Auto Theft,1A10,Commercial Parking Lot or Garage,300-399,CAPITOL,ST
Theft,1A10,Bar or Night Club,700-799,MAIN,ST
Theft,1A10,Restaurant or Cafeteria,1000-1099,MAIN,ST
Theft,1A10,Bar or Night Club,1000-1099,AVENIDA DE LAS AMERICAS,-
Theft,1A10,"Field, Woods, Forest, Park",1300-1399,LA BRANCH,-
Theft,1A10,Restaurant or Cafeteria Parking Lot,1500-1599,TEXAS,ST
Theft,1A10,Bar or Night Club,1300-1399,LAMAR,-
Auto Theft,1A10,Garage or Carport,1700-1799,MAIN,ST
Theft,1A10,Miscellaneous Business (Non-Specific),200-299,MAIN,ST
Theft,1A10,Residence or House,1600-1699,MAIN,ST
Theft,1A10,Other Parking Lot,700-799,ST JOSEPH,PKWY
Theft,1A10,Commercial Parking Lot or Garage,800-899,SAN JACINTO,ST
Theft,1A10,Commercial Parking Lot or Garage,1200-1299,BELL,ST
Theft,1A10,"Road, Street, or Sidewalk",1200-1299,STERRETT,-
Theft,1A10,Commercial Parking Lot or Garage,600-699,AUSTIN,ST
Theft,1A10,"Road, Street, or Sidewalk",900-999,LEELAND,-
Theft,1A10,Miscellaneous Business (Non-Specific),800-899,SAN JACINTO,ST
Theft,1A10,Convention Center or Exhibit Halls,1000-1099,AVENIDA DE LAS AMERI,-
Theft,1A10,"Road, Street, or Sidewalk",700-799,SAN JACINTO,ST
Theft,1A10,Restaurant or Cafeteria,900-999,MAIN,ST
Aggravated Assault,1A10,"Road, Street, or Sidewalk",200-299,TRAVIS,-
Theft,1A10,Commercial Parking Lot or Garage,600-699,AUSTIN,ST
Theft,1A10,"Gym, Recreat, Club House, Indoor Pool, Spa",800-899,PEASE,ST
Theft,1A10,Government or Public Building,1900-1999,MAIN,ST
Theft,1A10,Light Rail (Metro Rail) Vehicle,1900-1999,MAIN,ST
Robbery,1A10,Restaurant or Cafeteria Parking Lot,2000-2099,MAIN,ST
Theft,1A10,Other Parking Lot,1300-1399,AUSTIN,ST
Theft,1A10,Commercial Parking Lot or Garage,1600-1699,LA BRANCH,-
Theft,1A10,"Hotel, Motel, Inn, Etc.",UNK,DALLAS,ST
Auto Theft,1A10,Commercial Building,1600-1699,SAN JACINTO,ST
Theft,1A10,"Other, Unknown, or Not Listed",400-499,FRANKLIN,ST
Theft,1A10,"Road, Street, or Sidewalk",1300-1399,NANCE,-
Theft,1A10,Other Parking Lot,1500-1599,SAN JACINTO,ST
Theft,1A10,Liquor Store,1200-1299,PRAIRIE,ST
Theft,1A10,Convention Center or Exhibit Halls,1000-1099,AVENIDA DE LAS AMERICAS,-
Theft,1A10,Residence or House,1800-1899,COMMERCE,ST
Theft,1A10,Commercial Parking Lot or Garage,300-399,DALLAS,ST
Theft,1A10,"Road, Street, or Sidewalk",300-399,MAIN,ST
Aggravated Assault,1A10,"Road, Street, or Sidewalk",400-499,SMITH,-
Aggravated Assault,1A10,"Vacant Other Residential (Apartment,Dorms)",1800-1899,RUIZ,-
Theft,1A10,Commercial Parking Lot or Garage,300-399,DALLAS,ST
Theft,1A10,Service or Gas Station,1800-1899,HAMILTON,ST
Theft,1A10,Apartment Parking Lot,1600-1699,FANNIN,ST
Auto Theft,1A10,Commercial Parking Lot or Garage,1200-1299,LEELAND,-
Aggravated Assault,1A10,"Road, Street, or Sidewalk",1400-1499,MAIN,ST
Theft,1A10,"Road, Street, or Sidewalk",1700-1799,MILAM,-
Theft,1A10,Commercial Parking Lot or Garage,1800-1899,JACKSON,ST
Theft,1A10,Garage or Carport,UNK,ALLEN,PKWY
Theft,1A10,Commercial Parking Lot or Garage,200-299,JACKSON,ST
Aggravated Assault,1A10,Apartment,1400-1499,PRESTON,ST
Theft,1A10,"Road, Street, or Sidewalk",300-399,HAMILTON,ST
Auto Theft,1A10,Commercial Parking Lot or Garage,1600-1699,TRAVIS,-
Theft,1A10,"Parks and Recreation, Zoo, Swimming Pool",500-599,ALLEN,PKWY
Theft,1A10,Garage or Carport,1300-1399,LOUISIANA,ST
Theft,1A10,Miscellaneous Business (Non-Specific),600-699,ST JOSEPH,PKWY
Theft,1A10,Apartment Parking Lot,500-599,CRAWFORD,ST
Robbery,1A10,Bus Station,800-899,PIERCE,ST
Theft,1A10,Commercial Parking Lot or Garage,200-299,AUSTIN,ST
Aggravated Assault,1A10,"Road, Street, or Sidewalk",1900-1999,CONGRESS,-
Theft,1A10,"Road, Street, or Sidewalk",900-999,TEXAS,ST
Theft,1A10,Office Building,900-999,BAGBY,ST
Theft,1A10,"Road, Street, or Sidewalk",1100-1199,CLAY,-
Theft,1A10,Office Building,1800-1899,CONGRESS,-
Theft,1A10,,500-599,ALLEN,PKWY
Auto Theft,1A10,"Other, Unknown, or Not Listed",1800-1899,CONGRESS,-
Auto Theft,1A10,Commercial Parking Lot or Garage,1900-1999,TEXAS,ST
Theft,1A20,Garage or Carport,2100-2199,ALLEN,PKWY
Theft,1A20,Bar or Night Club,2300-2399,SMITH,-
Theft,1A20,Residence or House,900-999,GRAY,ST
Theft,1A20,Driveway,1200-1299,BELL,ST
Theft,1A20,"Road, Street, or Sidewalk",2500-2599,SMITH,-
Aggravated Assault,1A20,Residence or House,1800-1899,ONEIL,-
Theft,1A20,Bar or Night Club,2300-2399,LOUISIANA,ST
Aggravated Assault,1A20,"Other, Unknown, or Not Listed",400-499,GRAY,ST
Theft,1A20,Bar or Night Club Parking Lot,2200-2299,DALLAS,ST
Theft,1A20,Drug Store or Medical Supply,3300-3399,MONTROSE,BLVD
Theft,1A20,Specialty Store (Non-Specific),3500-3599,MONTROSE,BLVD
Theft,1A20,"Road, Street, or Sidewalk",2700-2799,ALLEN,PKWY
Theft,1A20,Service or Gas Station,900-999,ALABAMA,ST
Theft,1A20,Other Parking Lot,2000-2099,BAGBY,ST
Robbery,1A20,"Road, Street, or Sidewalk",1000-1099,FAIRVIEW,AVE
Theft,1A20,Restaurant or Cafeteria Parking Lot,200-299,PIERCE,ST
Theft,1A20,Sexually Oriented Business Parking Lot,400-499,GRAY,ST
Theft,1A20,Other Parking Lot,1800-1899,ALLEN,PKWY
Theft,1A20,"Road, Street, or Sidewalk",800-899,ROBIN,ST
Theft,1A20,Convenience Store Parking Lot,1500-1599,GRAY,ST
Theft,1A20,Other Parking Lot,800-899,DALLAS,ST
Theft,1A20,Convenience Store,1000-1099,WAUGH,DR
Theft,1A20,,2000-2099,MONTROSE,BLVD
Theft,1A20,Other Parking Lot,2500-2599,MONTROSE,BLVD
Theft,1A20,Strip Business Center Parking Lot,1900-1999,GRAY,ST
Theft,1A20,"Road, Street, or Sidewalk",3100-3199,HELENA,-
Theft,1A20,Restaurant or Cafeteria Parking Lot,400-499,AVONDALE,ST
Theft,1A20,"Road, Street, or Sidewalk",100-199,MCGOWEN,ST
Theft,1A20,"Road, Street, or Sidewalk",800-899,CROSBY,ST
Theft,1A20,Garage or Carport,2000-2099,MASON,-
Theft,1A20,Drug Store or Medical Supply,900-999,MAIN,ST
Theft,1A20,"Road, Street, or Sidewalk",3100-3199,BRAZOS,ST
Theft,1A20,"Road, Street, or Sidewalk",800-899,COLQUITT,ST
Theft,1A20,"Road, Street, or Sidewalk",300-399,DENNIS,ST
Aggravated Assault,1A20,Strip Business Center Parking Lot,3400-3499,MONTROSE,BLVD
Burglary,1A20,Drug Store or Medical Supply,1000-1099,WAUGH,DR
Theft,1A20,"Road, Street, or Sidewalk",3000-3099,BRAZOS,ST
Theft,1A20,"Road, Street, or Sidewalk",500-599,RICHMOND,AVE
Theft,1A20,"Other, Unknown, or Not Listed",1500-1599,WAUGH,DR
Theft,1A20,Other Parking Lot,3600-3699,ALLEN,PKWY
Theft,1A20,Restaurant or Cafeteria Parking Lot,2600-2699,MONTROSE,BLVD
Theft,1A20,,3100-3199,ALLEN,PKWY
Theft,1A20,"Road, Street, or Sidewalk",500-599,ANITA,ST
Theft,1A20,Other Parking Lot,900-999,CROSBY,ST
Robbery,1A20,Grocery Store or Supermarket,400-499,GRAY,ST
Theft,1A20,Bar or Night Club Parking Lot,2200-2299,LOUISIANA,ST
Theft,1A20,"Road, Street, or Sidewalk",2900-2999,ALLEN,PKWY
Theft,1A20,Strip Business Center Parking Lot,500-599,WAUGH,DR
Theft,1A20,Service or Gas Station,2200-2299,LOUISIANA,ST
Theft,1A20,Strip Business Center Parking Lot,500-599,WAUGH,DR
Theft,1A20,"Road, Street, or Sidewalk",900-999,TAFT,ST
Theft,1A20,"Road, Street, or Sidewalk",1100-1199,PEVETO,-
Theft,1A20,Apartment Parking Lot,2300-2399,BAGBY,ST
Theft,1A20,"Road, Street, or Sidewalk",700-799,MAIN,ST
Theft,1A20,Garage or Carport,100-199,GRAY,ST
Theft,1A20,"Road, Street, or Sidewalk",2000-2099,GRAY,ST
Theft,1A20,"Road, Street, or Sidewalk",3300-3399,TAFT,ST
Theft,1A20,"Road, Street, or Sidewalk",700-799,ROSINE,-
Theft,1A20,"Road, Street, or Sidewalk",3100-3199,WHITNEY,ST
Theft,1A20,"Road, Street, or Sidewalk",600-699,STUART,-
Burglary,1A20,Apartment,2600-2699,CROCKER,ST
Robbery,1A20,"Road, Street, or Sidewalk",500-599,HAWTHORNE,-
Theft,1A20,Garage or Carport,100-199,GRAY,ST
Theft,1A20,"Road, Street, or Sidewalk",4100-4199,ROSELAND,-
Theft,1A20,Garage or Carport,2600-2699,WHITNEY,ST
Theft,1A20,Commercial Parking Lot or Garage,3300-3399,ALLEN,PKWY
Theft,1A20,Miscellaneous Business (Non-Specific),1400-1499,GRAY,ST
Theft,1A20,"Road, Street, or Sidewalk",500-599,LOVETT,BLVD
Theft,1A20,"Parks and Recreation, Zoo, Swimming Pool",UNK,ALLEN,PKWY
Aggravated Assault,1A20,Strip Business Center Parking Lot,2300-2399,BAGBY,ST
Theft,1A20,"Road, Street, or Sidewalk",1000-1099,DREW,ST
Theft,1A20,Convenience Store Parking Lot,1900-1999,GRAY,ST
Theft,1A20,"Road, Street, or Sidewalk",2300-2399,MORGAN,-
Burglary,1A20,Residence or House,2500-2599,MASON,-
Theft,1A20,"Road, Street, or Sidewalk",UNK,ALLEN,PKWY
Theft,1A20,"Other, Unknown, or Not Listed",600-699,WESTHEIMER,RD
Robbery,1A20,Grocery Store or Supermarket Parking Lot,700-799,WAUGH,DR
Theft,1A20,Restaurant or Cafeteria Parking Lot,2500-2599,MONTROSE,BLVD
Theft,1A20,Restaurant or Cafeteria Parking Lot,2700-2799,W. DALLAS ST.,-
Theft,1A20,"Road, Street, or Sidewalk",1000-1099,MISSOURI,ST
Auto Theft,1A20,Apartment Parking Lot,1000-1099,S. SHEPHERD,DR
Auto Theft,1A20,Bar or Night Club Parking Lot,2300-2399,SMITH,-
Theft,1A20,"Road, Street, or Sidewalk",900-999,ROBIN,ST
Theft,1A20,Driveway,2000-2099,CONVERSE,-
Theft,1A20,Residence or House,700-799,ROSINE,-
Burglary,1A20,Restaurant or Cafeteria,500-599,WAUGH,DR
Burglary,1A20,Residence or House,700-799,ANDREWS,ST
Theft,1A20,Residence or House,1000-1099,ROSINE,-
Theft,1A20,"Road, Street, or Sidewalk",500-599,HADLEY,ST
Theft,1A20,Other Parking Lot,1900-1999,GRAY,ST
Theft,1A20,Strip Business Center Parking Lot,1900-1999,GRAY,ST
Theft,1A20,Bar or Night Club,400-499,GRAY,ST
Robbery,1A20,Bar or Night Club,2300-2399,BRAZOS,ST
Theft,1A20,Restaurant or Cafeteria Parking Lot,300-399,TUAM,-
Theft,1A20,"Road, Street, or Sidewalk",300-399,HADLEY,ST
Theft,1A20,"Other, Unknown, or Not Listed",600-699,HYDE PARK,BLVD
Theft,1A20,"Book, Record, Stationary, Office Supplies",1500-1599,GRAY,ST
Theft,1A20,Apartment,2100-2199,ALLEN,PKWY
Auto Theft,1A20,"Road, Street, or Sidewalk",2400-2499,BAGBY,ST
Theft,1A20,"Road, Street, or Sidewalk",500-599,PIERCE,ST
Theft,1A20,"Road, Street, or Sidewalk",300-399,DENNIS,ST
Auto Theft,1A20,"Road, Street, or Sidewalk",1600-1699,ALLEN,PKWY
Theft,1A20,Commercial Parking Lot or Garage,3100-3199,D AMICO,ST
Theft,1A20,Apartment Parking Lot,2900-2999,DALLAS,ST
Theft,1A20,Construction Site,1000-1099,SHEPHERD,DR
Theft,1A20,Restaurant or Cafeteria,900-999,WESTHEIMER,RD
Theft,1A20,Apartment Parking Lot,500-599,RICHMOND,AVE
Theft,1A20,Bar or Night Club,700-799,PACIFIC,-
Robbery,1A20,Drug Store or Medical Supply,3300-3399,MONTROSE,BLVD
Auto Theft,1A20,Apartment Parking Lot,1500-1599,BAILEY,ST
Theft,1A20,"Road, Street, or Sidewalk",600-699,ROSINE,-
Theft,1A20,Restaurant or Cafeteria Parking Lot,1100-1199,MISSOURI,ST
Theft,1A20,Grocery Store or Supermarket,1900-1999,GRAY,ST
Theft,1A20,"Road, Street, or Sidewalk",2800-2899,MASON,-
Theft,1A20,Bank or Savings Institution Parking Lot,2600-2699,SMITH,-
Aggravated Assault,1A20,"Road, Street, or Sidewalk",1000-1099,GRAY,ST
Theft,1A20,"Road, Street, or Sidewalk",900-999,HYDE PARK,BLVD
Theft,1A20,"Road, Street, or Sidewalk",300-399,PIERCE,ST
Theft,1A20,"Road, Street, or Sidewalk",1500-1599,HAZEL,-
Theft,1A20,,3400-3499,MONTROSE,BLVD
Auto Theft,1A20,Garage or Carport,800-899,CLEVELAND,ST
Theft,1A20,Bar or Night Club,2400-2499,BAGBY,ST
Theft,1A20,Apartment,2300-2399,BAGBY,ST
Theft,1A20,"Road, Street, or Sidewalk",2300-2399,MORGAN,-
Theft,1A20,"Other, Unknown, or Not Listed",1100-1199,CROSBY,ST
Theft,1A20,Restaurant or Cafeteria Parking Lot,UNK,ALLEN,PKWY
Theft,1A20,Apartment Parking Lot,2400-2499,LOUISIANA,ST
Auto Theft,1A20,Restaurant or Cafeteria Parking Lot,200-299,WESTHEIMER,RD
Robbery,1A20,"Road, Street, or Sidewalk",2400-2499,MEMORIAL,DR
Theft,1A20,Driveway,2200-2299,TAFT,ST
Theft,1A20,Commercial Parking Lot or Garage,2400-2499,BRAZOS,ST
Theft,1A20,"Road, Street, or Sidewalk",UNK,ALLEN,PKWY
Theft,1A20,"Road, Street, or Sidewalk",1900-1999,LAMAR,ST
Theft,1A20,Department or Discount Store,1500-1599,GRAY,ST
Theft,1A20,"Road, Street, or Sidewalk",1200-1299,ANDREWS,ST
Theft,1A20,"Road, Street, or Sidewalk",1900-1999,LAMAR,ST
Theft,1A20,"Road, Street, or Sidewalk",700-799,TAFT,ST
Auto Theft,1A20,"Road, Street, or Sidewalk",1400-1499,STANFORD,-
Theft,1A20,Bar or Night Club,2400-2499,BAGBY,ST
Theft,1A20,"Road, Street, or Sidewalk",1500-1599,HADDON,-
Theft,1A20,"Road, Street, or Sidewalk",2400-2499,LOUISIANA,ST
Theft,1A20,Hotel or Motel Parking Lot,2800-2899,BRAZOS,ST
Theft,1A20,Commercial Parking Lot or Garage,UNK,BAGBY,ST
Burglary,1A20,Restaurant or Cafeteria,3900-3999,MONTROSE,BLVD
Theft,1A20,"Road, Street, or Sidewalk",300-399,HADLEY,ST
Theft,1A20,Restaurant or Cafeteria Parking Lot,400-499,GRAY,ST
Theft,1A20,Apartment Parking Lot,2300-2399,BAGBY,ST
Theft,1A20,Miscellaneous Business (Non-Specific),2000-2099,GRAY,ST
Theft,1A20,Other Parking Lot,2500-2599,MONTROSE,BLVD
Theft,1A20,Miscellaneous Business (Non-Specific),1000-1099,WAUGH,DR
Robbery,1A20,"Road, Street, or Sidewalk",2300-2399,CROCKER,ST
Theft,1A20,Other Parking Lot,UNK,ALLEN,PKWY
Theft,1A20,Restaurant or Cafeteria,200-299,FAIRVIEW,AVE
Theft,1A20,Other Parking Lot,500-599,ROSINE,-
Theft,1A20,Restaurant or Cafeteria Parking Lot,800-899,WAUGH,DR
Theft,1A20,Drug Store or Medical Supply,3300-3399,MONTROSE,BLVD
Robbery,1A20,"Road, Street, or Sidewalk",200-299,GRAY,ST
Robbery,1A20,Strip Business Center Parking Lot,3500-3599,MONTROSE,BLVD
Rape,1A20,Bar or Night Club,400-499,WESTHEIMER,RD
Theft,1A20,Strip Business Center Parking Lot,3100-3199,ALLEN,PKWY
Theft,1A20,Restaurant or Cafeteria Parking Lot,1900-1999,MONTROSE,BLVD
Theft,1A20,"Road, Street, or Sidewalk",500-599,LOVETT,BLVD
Theft,1A20,Apartment Parking Lot,1300-1399,BOMAR,ST
Theft,1A20,Other Parking Lot,1200-1299,DUNLAVY,-
Rape,1A20,Bar or Night Club,400-499,WESTHEIMER,RD
Aggravated Assault,1A20,Bar or Night Club Parking Lot,400-499,WESTHEIMER,RD
Theft,1A20,Driveway,200-299,EMERSON,ST
Burglary,1A20,"Vacant Storage Fac (Barn,Garage,Warehouse)",500-599,RICHMOND,AVE
Theft,1A20,"Parks and Recreation, Zoo, Swimming Pool",1800-1899,ALLEN,PKWY
Theft,1A20,"Road, Street, or Sidewalk",1500-1599,VALENTINE,ST
Theft,1A20,Apartment Parking Lot,2200-2299,DALLAS,ST
Theft,1A20,Commercial Parking Lot or Garage,2200-2299,DALLAS,ST
Theft,1A20,Apartment Parking Lot,900-999,CLEVELAND,ST
Theft,1A20,Restaurant or Cafeteria Parking Lot,2000-2099,GRAY,ST
Theft,1A20,"Road, Street, or Sidewalk",2400-2499,TAFT,ST
Theft,1A20,"Road, Street, or Sidewalk",200-299,HYDE PARK,BLVD
Theft,1A20,"Gym, Recreat, Club House, Indoor Pool, Spa",1900-1999,GRAY,ST
Theft,1A20,Apartment Parking Lot,2100-2199,ALLEN,PKWY
Theft,1A20,Apartment Parking Lot,2100-2199,ALLEN,PKWY
Theft,1A20,Apartment Parking Lot,2200-2299,DALLAS,ST
Theft,1A20,Other Parking Lot,3200-3299,LAMAR,ST
Theft,1A20,Residence or House,1300-1399,BELL,ST
Theft,1A20,"Road, Street, or Sidewalk",3100-3199,TAFT,ST
Theft,1A20,Restaurant or Cafeteria Parking Lot,1500-1599,GRAY,ST
Theft,1A20,Other Parking Lot,200-299,HYDE PARK,BLVD
Theft,1A20,"Road, Street, or Sidewalk",500-599,ANITA,ST
Theft,1A20,"Road, Street, or Sidewalk",2800-2899,TAFT,ST
Burglary,1A20,Apartment,2900-2999,DALLAS,ST
Theft,1A20,Apartment Parking Lot,700-799,DUNLAVY,-
Burglary,1A20,Apartment,2900-2999,DALLAS,ST
Theft,1A20,"Road, Street, or Sidewalk",1500-1599,STANFORD,-
Theft,1A20,Other Parking Lot,4400-4499,MONTROSE,BLVD
Theft,1A20,Apartment Parking Lot,200-299,PIERCE,ST
Theft,1A20,Miscellaneous Business (Non-Specific),700-799,FAIRVIEW,AVE
Theft,1A20,Driveway,400-499,PACIFIC,-
Theft,1A20,"Parks and Recreation, Zoo, Swimming Pool",1800-1899,ALLEN,PKWY
Theft,1A20,Restaurant or Cafeteria,3400-3499,MONTROSE,BLVD
Theft,1A20,Other Parking Lot,UNK,ALLEN,PKWY
Theft,1A20,Apartment Parking Lot,2100-2199,CROCKER,ST
Robbery,1A20,Car Wash,2800-2899,BRAZOS,ST
Theft,1A20,"Road, Street, or Sidewalk",3000-3099,BAGBY,ST
Auto Theft,1A20,Residence or House,200-299,TUAM,-
Theft,1A20,"Road, Street, or Sidewalk",100-199,STRATFORD,-
Theft,1A20,"Road, Street, or Sidewalk",900-999,CLEVELAND,ST
Theft,1A20,"Road, Street, or Sidewalk",100-199,AVONDALE,ST
Theft,1A20,Restaurant or Cafeteria Parking Lot,1300-1399,WAUGH,DR
Theft,1A20,Restaurant or Cafeteria Parking Lot,400-499,GRAY,ST
Theft,1A20,"Theatres, Dinner Theaters, Auditoriums",3200-3299,ALLEN,PKWY
Theft,1A20,Apartment Parking Lot,2100-2199,ALLEN,PKWY
Theft,1A20,Grocery Store or Supermarket,1000-1099,MONTROSE,BLVD
Burglary,1A20,"Road, Street, or Sidewalk",500-599,FARGO,-
Theft,1A20,"Gym, Recreat, Club House, Indoor Pool, Spa",3100-3199,ALLEN,PKWY
Theft,1A20,Other Parking Lot,UNK,ALLEN,PKWY
Burglary,1A20,Office Building,1200-1299,CLAY,-
Theft,1A20,Bar or Night Club,2300-2399,BAGBY,ST
Theft,1A20,"Road, Street, or Sidewalk",4300-4399,STANFORD,-
Theft,1A20,Other Parking Lot,1800-1899,ALLEN,PKWY
Auto Theft,1A20,"Road, Street, or Sidewalk",200-299,TUAM,-
Theft,1A20,Residence or House,4400-4499,STANFORD,-
Theft,1A20,Driveway,2600-2699,BOSTON,ST
Burglary,1A20,Miscellaneous Business (Non-Specific),1500-1599,GRAY,ST
Burglary,1A20,Apartment Rental Office,900-999,GILLETTE,ST
Theft,1A20,"Road, Street, or Sidewalk",2200-2299,GRANT,ST
Theft,1A20,Commercial Parking Lot or Garage,3200-3299,D AMICO,ST
Theft,1A20,"Other, Unknown, or Not Listed",2300-2399,BAGBY,ST
Theft,1A20,Residence or House,1500-1599,STANFORD,-
Theft,1A20,"Vacant Other Residential (Apartment,Dorms)",300-399,HAWTHORNE,-
Burglary,1A20,Apartment,2300-2399,BAGBY,ST
