Offense Type,Premise,BlockRange,StreetName,Type
Burglary,Apartment,8400-8499,CHURCHVILLE,-
Burglary,Apartment,7200-7299,PINEMONT DR,-
Theft,Apartment Parking Lot,6900-6999,HOLLISTER,ST
Theft,Warehouse,4600-4699,PINE TIMBERS,ST
Theft,Restaurant or Cafeteria Parking Lot,12800-12899,NORTHWEST FWY OB,-
Theft,"Road, Street, or Sidewalk",9200-9299,CLAY RD,RD
Burglary,Residence or House,4700-4799,SOUTHERLAND RD,RD
Burglary,Commercial Building,7400-7499,SHADY VALE,LN
Theft,Bank,12800-12899,NORTHWEST,ST
Burglary,Commercial Building,4600-4699,BLALOCK,RD
Theft,Strip Business Center Parking Lot,14300-14399,NORTHWEST FWY OB,-
AutoTheft,Miscellaneous Business (Non-Specific),10400-10499,PAPALOTE,-
Theft,Driveway,10100-10199,ALGIERS RD,RD
Burglary,Commercial Building,10400-10499,PAPALOTE,-
Theft,Apartment Parking Lot,7000-7099,HOLLISTER ST,ST
Theft,Department or Discount Store,UNK,DATE PALM,-
Theft,Grocery Store or Supermarket,13400-13499,NORTHWEST,ST
Theft,Apartment Parking Lot,7800-7899,GROW LN,-
Burglary,Apartment,6900-6999,HOLLISTER ST,ST
Theft,Grocery Store or Supermarket Parking Lot,13400-13499,NORTHWEST FWY OB,-
Theft,Grocery Store or Supermarket,13200-13299,NORTHWEST,ST
Aggravated Assault,Hotel or Motel Parking Lot,12900-12999,NORTHWEST FWY IB,-
AutoTheft,Apartment Parking Lot,8000-8099,TIDWELL RD,RD
Burglary,Warehouse,4700-4799,LANGFIELD,RD
Theft,Apartment Parking Lot,7200-7299,PINEMONT DR,-
Theft,Miscellaneous Business (Non-Specific),13200-13299,NORTHWEST FWY OB,-
Theft,Apartment,18000-18099,OAKLOCH,CT
AutoTheft,"Road, Street, or Sidewalk",8300-8399,LITTLE YORK RD,RD
Theft,Miscellaneous Business (Non-Specific),13700-13799,NORTHWEST,ST
Burglary,"Amusement Park, Bowling Alley, Skate Rink",14400-14499,NORTHWEST,ST
Robbery,"Road, Street, or Sidewalk",10000-10099,GENARD RD,RD
AutoTheft,Driveway,5800-5899,HOLLISTER ST,ST
Theft,Apartment,11200-11299,WEST ROAD APT 6314,-
Burglary,Specialty Store (Non-Specific),7400-7499,TIDWELL,RD
Theft,Apartment Parking Lot,8300-8399,W TIDWELL RD,RD
Theft,Police Station,6000-6099,TEAGUE RD,RD
Murder,Residence or House,10200-10299,TANGIERS,-
Theft,Vacant Grocery Store or Supermarket,13200-13299,NORTHWEST,ST
Theft,Barber And Beauty Shops,13100-13199,NORTHWEST FWY 120,-
Theft,Apartment Parking Lot,7800-7899,GROW LN,-
Theft,Apartment,5400-5499,RAND STREET,-
Aggravated Assault,Bar or Night Club Parking Lot,20000-20099,PECOS VALLEY,TRL
Theft,Department or Discount Store,13400-13499,NORTHWEST,ST
Theft,Convenience Store,13200-13299,NORTHWEST,ST
Theft,"Utility Company, Electric, Gas, Water",7900-7999,PINEMONT,DR
Theft,Residence or House,5600-5699,RAYWOOD,BLVD
Burglary,Residence or House,10000-10099,HOMELESS,-
Theft,Miscellaneous Business (Non-Specific),10600-10699,LITTLE YORK,RD
Theft,Other Parking Lot,14000-14099,NORTHWEST FWY IB,-
AutoTheft,Residence or House,8100-8199,GROW LN,-
Burglary,Apartment,8000-8099,WEST TIDWELL ROAD,-
Theft,Department or Discount Store,14000-14099,NORTHWEST FWY IB,-
Theft,"Road, Street, or Sidewalk",4400-4499,BUSIEK,ST
Burglary,Miscellaneous Business (Non-Specific),14400-14499,NORTHWEST,ST
Burglary,"Theatres, Dinner Theaters, Auditoriums",12900-12999,NORTHWEST,ST
Theft,"Theatres, Dinner Theaters, Auditoriums",12900-12999,NORTHWEST FWY OB,-
Burglary,Strip Business Center Parking Lot,4500-4599,PINEMONT,DR
Theft,Convenience Store Parking Lot,7700-7799,PINEMONT DR,-
Theft,Hotel or Motel Parking Lot,300-399,PHILLIP,LN
AutoTheft,Apartment Parking Lot,8000-8099,TIDWELL,-
Theft,Mall Common Area,2000-2099,WILLOWBROOK MALL,-
Theft,Miscellaneous Business (Non-Specific),6800-6899,FM 1960,RD
Theft,Department or Discount Store,6800-6899,FM 1960,RD
Robbery,Apartment Parking Lot,12000-12099,N GESSNER RD,RD
AutoTheft,Apartment,12300-12399,N GESSNER RD,RD
Theft,Police Station,2000-2099,WILLOWBROOK MALL,-
Theft,Mall Common Area,2000-2099,WILLOWBROOK MALL,-
Theft,Mall Common Area,2000-2099,WILLOWBROOK MALL,-
Theft,Department or Discount Store,7900-7999,FM 1960,RD
Theft,Service or Gas Station,17900-17999,TOMBALL,PKWY
Theft,Pool Hall or Game Room,18300-18399,TOMBALL PKWY IB,-
AutoTheft,Mall Parking Lot,2000-2099,WILLOWBROOK MALL,-
Theft,Mall Common Area,2000-2099,WILLOWBROOK MALL,-
AutoTheft,Mall Parking Lot,2000-2099,WILLOWBROOK MALL,-
Theft,"Other, Unknown, or Not Listed",2000-2099,WILLOWBROOK MALL,-
Burglary,Bar or Night Club,17200-17299,TOMBALL,PKWY
Burglary,Department or Discount Store,6900-6999,W. FM1960,-
Theft,Restaurant or Cafeteria Parking Lot,17400-17499,TOMBALL PKWY IB,-
Theft,Restaurant or Cafeteria Parking Lot,6300-6399,MEADOWS WEST,ST
Theft,Restaurant or Cafeteria Parking Lot,8300-8399,SIERRA DAWN,DR
Theft,Grocery Store or Supermarket,17700-17799,TOMBALL PKWY IB,-
Theft,Restaurant or Cafeteria Parking Lot,UNK,THUNDERCOVE,PL
Theft,Restaurant or Cafeteria Parking Lot,17300-17399,TOMBALL PKWY IB,-
AutoTheft,Miscellaneous Business (Non-Specific),17700-17799,TOMBALL PKWY OB,-
Theft,Department or Discount Store,17700-17799,TOMBALL PKWY IB,-
Theft,Department or Discount Store,7900-7999,FM 1960,RD
Theft,Mall Common Area,2000-2099,WILLOWBROOK MALL,-
Theft,Sporting Goods or Gun Shops,14100-14199,BLAZEY,DR
Theft,Sporting Goods or Gun Shops,21100-21199,KINGSLAND,BLVD
Theft,Mall Common Area,2000-2099,WILLOWBROOK MALL,-
AutoTheft,"Road, Street, or Sidewalk",8400-8499,WILLOW PLACE DR N,-
Theft,Grocery Store or Supermarket Parking Lot,8300-8399,W FM 1960 RD,RD
Robbery,Apartment Parking Lot,8300-8399,WILLOW PLACE DR S,-
Theft,Commercial Parking Lot or Garage,12400-12499,N GESSNER RD,RD
Theft,Department or Discount Store,2000-2099,WILLOWBROOK MALL,-
Theft,Mall Parking Lot,2000-2099,WILLOWBROOK MALL,-
Theft,Apartment Parking Lot,8100-8199,MILLS RD,RD
Theft,Apartment Parking Lot,7700-7799,WILLOW CHASE BLVD,BLVD
Theft,Clothing Store,7900-7999,W.FM 1960,-
Robbery,Hospital Parking Lot,18200-18299,TOMBALL PKWY OB,-
Theft,Vehicle/Auto Sales/Lease/Auto Parts Store,8400-8499,FM 1960,RD
Theft,Restaurant or Cafeteria Parking Lot,18200-18299,TOMBALL PKWY OB,-
Aggravated Assault,Apartment Parking Lot,9600-9699,GRANT RD,RD
Rape,Hospital,18200-18299,TOMBALL PKWY OB,-
Theft,Restaurant or Cafeteria Parking Lot,6700-6799,SILVERBELL,LN
Theft,Apartment,12000-12099,N GESSNER RD,RD
Theft,Department or Discount Store,6800-6899,FM 1960,RD
Theft,Mall Parking Lot,7900-7999,W FM 1960 RD,RD
AutoTheft,Mall Parking Lot,2000-2099,WILLOWBROOK MALL,-
Theft,"Other, Unknown, or Not Listed",2000-2099,WILLOWBROOK MALL,-
Theft,Apartment,8300-8399,WILLOW PLACE DR N,-
Robbery,Strip Business Center Parking Lot,UNK,W FM 1960 RD/TOMBALL PKWY OB,-
Burglary,"Hotel, Motel, Inn, Etc.",12900-12999,WILLOW CENTRE DR,-
Theft,Department or Discount Store,7900-7999,W.FM1960,-
Burglary,Residence or House,13000-13099,ECHO LANDING,-
Theft,Mall Parking Lot,2000-2099,WILLOWBROOK MALL,-
Burglary,Auto Repair,16900-16999,TOMBALL,PKWY
Theft,Apartment Parking Lot,5400-5499,TELEPHONE,RD
Theft,Department or Discount Store,7900-7999,FM 1960,RD
AutoTheft,Miscellaneous Business (Non-Specific),3600-3699,HONEA EGYPT,RD
AutoTheft,Other Parking Lot,12600-12699,N GESSNER RD,RD
Theft,Clothing Store,2000-2099,WILLOWBROOK MALL,-
Theft,Apartment,9300-9399,KAY,LN
Theft,"Other, Unknown, or Not Listed",2000-2099,WILLOWBROOK MALL,-
AutoTheft,Hospital Parking Lot,18200-18299,TOMBALL PKWY OB,-
Theft,Clothing Store,7900-7999,FM 1960,RD
Theft,Restaurant or Cafeteria Parking Lot,10800-10899,SAIL VIEW STREET,-
Theft,"Theatres, Dinner Theaters, Auditoriums",17100-17199,TOMBALL PKWY IB,-
Burglary,Apartment,12300-12399,N GESSNER RD,RD
AutoTheft,Hospital Parking Lot,18200-18299,P.O. BOX 331843,-
Theft,Apartment,8400-8499,WILLOW PLACE DR N,-
Theft,Department or Discount Store,2000-2099,WILLOWBROOK MALL,-
Theft,Mall Common Area,4000-4099,WILLOWBROOK MALL,-
Theft,Mall Common Area,1400-1499,WILLOWBROOK MALL,-
AutoTheft,Strip Business Center Parking Lot,1400-1499,TIERRA LINDA,CIR
Theft,Mall Common Area,2000-2099,WILLOWBROOK MALL,-
Theft,Mall Common Area,1200-1299,WILLOWBROOK MALL,-
Theft,Miscellaneous Business (Non-Specific),7500-7599,W FM 1960 RD,RD
Theft,Department or Discount Store,12700-12799,JONES,RD
Theft,Mall Parking Lot,2000-2099,WILLOWBROOK MALL,-
Theft,Mall Parking Lot,2000-2099,WILLOWBROOK MALL,-
Theft,Hospital Parking Lot,18200-18299,TOMBALL PKWY OB,-
AutoTheft,Hospital Parking Lot,18200-18299,TOMBALL,PKWY
Burglary,"Hotel, Motel, Inn, Etc.",13200-13299,CHAMPIONS CENTRE DR,-
Robbery,Apartment,13500-13599,BRETON RIDGE ST,ST
Rape,"Hotel, Motel, Inn, Etc.",8300-8399,W FM 1960 RD,RD
Burglary,Apartment,7700-7799,WILLOW CHASE BLVD,BLVD
Theft,Apartment Parking Lot,9600-9699,GRANT RD,RD
Theft,Miscellaneous Business (Non-Specific),17500-17599,TOMBALL,PKWY
Theft,Mall Parking Lot,2000-2099,WILLOWBROOK MALL,-
Theft,Mall Common Area,2000-2099,WILLOWBROOK MALL,-
Theft,Residence or House,2000-2099,WILLOWBROOK MALL,-
Theft,Department or Discount Store,7500-7599,OAK LN,DR
Theft,"Electronics Store, Electrical Supplies",2400-2499,SOUTH LOOP WEST,ST
Theft,"Gym, Recreat, Club House, Indoor Pool",17400-17499,SWEET SONG DRIVE,-
Theft,Miscellaneous Business (Non-Specific),2000-2099,WILLOWBROOK MALL,-
Theft,Mall Common Area,2000-2099,WILLOWBROOK MALL,-
Burglary,Restaurant or Cafeteria,7300-7399,FM 1960,RD
Theft,Hotel or Motel Parking Lot,7300-7399,W GREENS RD,RD
Theft,Department or Discount Store,5600-5699,DOROTHY ANN,-
Theft,Mall Common Area,2000-2099,WILLOWBROOK MALL,-
AutoTheft,Other Parking Lot,2000-2099,WILLOWBROOK MALL,-
AutoTheft,Mall Parking Lot,2000-2099,WILLOWBROOK MALL,-
Aggravated Assault,Specialty Store (Non-Specific),900-999,E SPREADING OAK DR,-
AutoTheft,Auto Repair,600-699,WITCHER,LN
Robbery,Miscellaneous Business (Non-Specific),5500-5599,NORTH,FWY
Aggravated Assault,Restaurant or Cafeteria Parking Lot,5500-5599,NORTH FWY OB,-
Theft,Residence or House,5600-5699,NORDLING RD,RD
Theft,Other Parking Lot,7400-7499,AIRLINE DR,-
Rape,Apartment,7300-7399,NORTHLINE DR,-
AutoTheft,Apartment Parking Lot,300-399,W LITTLE YORK RD,RD
Theft,Driveway,7100-7199,KAREN,-
Theft,"Electronics Store, Electrical Supplies",5500-5599,NORTH,FWY
Theft,"Electronics Store, Electrical Supplies",5500-5599,AIRLINE,DR
Theft,Convenience Store,5500-5599,NORTH FWY OB,-
Theft,Strip Business Center Parking Lot,6500-6599,NORTH FWY OB,-
Theft,Department or Discount Store,400-499,LITTLE YORK,RD
Theft,Driveway,12500-12599,BAUMAN RD,RD
Robbery,"Electronics Store, Electrical Supplies",6500-6599,AIRLINE,DR
Theft,Apartment Parking Lot,3200-3299,QUAIL RUN,-
Burglary,Residence or House,9600-9699,GOLDCREST,ST
Burglary,Residence or House,7200-7299,WERNER STREET,-
Theft,"Church, Synagogue, or Temple",7800-7899,NORTHLINE,DR
Burglary,Residence or House,7100-7199,WERNER,ST
Theft,Hotel or Motel Parking Lot,10900-10999,FM 1187,-
Robbery,Residence or House,5400-5499,HONEYBEAR,LN
Theft,Apartment Parking Lot,100-199,PARKER RD,RD
Theft,"Pawn, Resale Shop, or Flea Market",7500-7599,AIRLINE,DR
AutoTheft,Apartment Parking Lot,300-399,SUNNYSIDE ST,ST
AutoTheft,Driveway,700-799,FAIRCREST,ST
Theft,Grocery Store or Supermarket,400-499,LITTLE YORK,RD
AutoTheft,Residence or House,300-399,INNSDALE DR,-
Theft,Other Parking Lot,5900-5999,AIRLINE DR,-
Burglary,Residence or House,300-399,ROSAMOND,-
AutoTheft,Vehicle/Auto Sales/Lease/Auto Parts Store,13000-13099,HARDY,RD
Theft,Department or Discount Store,100-199,LITTLE YORK RD,RD
Burglary,Residence or House,100-199,W GRENFELL LN,-
AutoTheft,Grocery Store or Supermarket Parking Lot,300-399,ALDINE MAIL,RD
Theft,Apartment Parking Lot,100-199,W PARKER RD,RD
Theft,Apartment Parking Lot,200-299,LITTLE YORK RD,RD
Robbery,Bar or Night Club Parking Lot,6200-6299,AIRLINE DR,-
Burglary,Residence or House,7400-7499,WERNER ST,ST
Theft,Driveway,500-599,JOHN ALBER RD,RD
Burglary,Residence or House,700-799,JOHN ALBER RD,RD
Theft,Residence or House,13600-13699,RALPH CULVER,-
Theft,Department or Discount Store,5500-5599,NORTH,FWY
Theft,Grocery Store or Supermarket Parking Lot,900-999,RITTENHOUSE,ST
Robbery,Apartment Parking Lot,300-399,ROSAMOND,-
Theft,Bar or Night Club,100-199,E LITTLE YORK RD,RD
Aggravated Assault,Apartment,500-599,E SUNNYSIDE ST,ST
Theft,Restaurant or Cafeteria Parking Lot,6100-6199,AIRLINE DR,-
AutoTheft,Bar or Night Club,21500-21599,SKYLA CIRCLE,-
Theft,Apartment Parking Lot,7200-7299,NORTHLINE DR,-
Robbery,Commercial Building,21200-21299,SPRING PLAZA,-
Burglary,Residence or House,6700-6799,NORDLING,RD
Robbery,Restaurant or Cafeteria Parking Lot,400-499,W LITTLE YORK RD,RD
Theft,Apartment Parking Lot,9400-9499,BAUMAN RD,RD
Robbery,Miscellaneous Business (Non-Specific),7700-7799,AIRLINE DR,-
Robbery,Car Wash,200-299,TALLANT,-
Robbery,Department or Discount Store,7400-7499,AIRLINE,DR
AutoTheft,Residence or House,1100-1199,HOPPER CIR,-
Theft,Grocery Store or Supermarket Parking Lot,9500-9599,MAPLE GREEN LANE,-
Theft,Illicit Massage Parlor or Spa,9100-9199,B DOWDELL,RD
Burglary,Apartment,7300-7399,NORTHLINE DR 216,-
Theft,Residence or House,7700-7799,AIRLINE DR,-
Theft,"Pawn, Resale Shop, or Flea Market",7500-7599,AIRLINE,DR
Theft,Residence or House,100-199,HARKNESS,-
Theft,Strip Business Center Parking Lot,5400-5499,NORTH FWY OB,-
Theft,Residence or House,200-299,RITTENHOUSE,ST
Robbery,Apartment Parking Lot,100-199,W PARKER RD,RD
Robbery,Hotel or Motel Parking Lot,5600-5699,AIRLINE DR,-
Robbery,"Road, Street, or Sidewalk",2000-2099,WINTER BAY,LN
AutoTheft,Apartment Parking Lot,7000-7099,NORTHLINE DR,-
Theft,Grocery Store or Supermarket,200-299,LITTLE YORK,RD
Theft,Check Cashing Places,400-499,W LITTLE YORK RD,RD
Burglary,Restaurant or Cafeteria,6100-6199,AIRLINE,DR
Burglary,Residence or House,11000-11099,VISTA NORTE CT,-
Burglary,Apartment,9400-9499,BAUMAN,RD
AutoTheft,Restaurant or Cafeteria Parking Lot,7600-7699,AIRLINE DR,-
Robbery,"Other, Unknown, or Not Listed",600-699,E LITTLE YORK RD,RD
Theft,Bank,400-499,W LITTLE YORK RD,RD
Aggravated Assault,Residence or House,7300-7399,NORTHLINE,DR
Robbery,Restaurant or Cafeteria,800-899,LITTLE YORK,RD
Aggravated Assault,"Hotel, Motel, Inn, Etc.",5700-5799,NORTH FWY OB,-
Aggravated Assault,Residence or House,7400-7499,AIRLINE,DR
Aggravated Assault,Apartment Parking Lot,7200-7299,NORTHLINE DR,-
Theft,"Furniture, Appliances, Radios, TV Store",6000-6099,NORTH FWY OB,-
Theft,Driveway,12000-12099,MEADOWFAIR,-
Murder,"Other, Unknown, or Not Listed",5400-5499,NORDLING RD,RD
Rape,Apartment,200-299,ROSAMOND,-
Theft,Residence or House,11000-11099,CLARK RD,RD
Robbery,"Road, Street, or Sidewalk",2600-2699,CAROLINE,ST
AutoTheft,Bar or Night Club Parking Lot,17700-17799,HUFSMITH KOHRVILLE,-
Theft,"Road, Street, or Sidewalk",UNK,NORTH FWY OB/LITTLE YORK OBIB,-
Theft,"Road, Street, or Sidewalk",1200-1299,BLACKBERRY HOLLOW DRIVE,-
Theft,Grocery Store or Supermarket Parking Lot,400-499,W LITTLE YORK RD,RD
Theft,Service or Gas Station,12600-12699,HARDY,RD
Burglary,Warehouse,7700-7799,NORTH,FWY
Rape,Apartment,17100-17199,IMPERIAL VALLEY,DR
Burglary,"Church, Synagogue, or Temple",700-799,LOVERS,LN
Theft,Office Building,7300-7399,N SHEPHERD DR,-
Aggravated Assault,Residence or House,300-399,TROY,RD
AutoTheft,Convenience Store Parking Lot,300-399,E TIDWELL RD,RD
Aggravated Assault,Residence or House,6300-6399,JOE LOUIS LN,-
Theft,Residence or House,6200-6299,DE PRIEST ST,ST
Aggravated Assault,Residence or House,4200-4299,WALKER,ST
Burglary,Apartment,1200-1299,W TIDWELL RD,RD
Theft,Other Parking Lot,3300-3399,CREEKMONT,DR
Theft,Residence or House,2500-2599,THORNE,BLVD
Theft,Other Parking Lot,7400-7499,NORTH FWY IB,-
Aggravated Assault,Convenience Store Parking Lot,500-599,W TIDWELL RD,RD
AutoTheft,Driveway,500-599,W OBION RD,RD
Theft,"Utility Company, Electric, Gas, Water",6400-6499,NORTH FWY IB,-
Theft,Miscellaneous Business (Non-Specific),5900-5999,NORTH FWY IB,-
Rape,Residence or House,7100-7199,MOUNT,ST
Theft,Residence or House,5200-5299,FOUR RIVERS CT,-
Burglary,"Vacant Single Occ Resd(House,Townhs,Dplex)",6700-6799,D S BAILEY LN,-
Theft,Miscellaneous Business (Non-Specific),4200-4299,PINEMONT DR,-
Theft,Other Parking Lot,4200-4299,PINEMONT DR STE 100,-
AutoTheft,Apartment Parking Lot,5600-5699,YALE ST,ST
Theft,"Hotel, Motel, Inn, Etc.",6100-6199,NORTH FWY IB,-
Rape,"Hotel, Motel, Inn, Etc.",800-899,BEAVER BEND,RD
AutoTheft,Apartment Parking Lot,5600-5699,YALE ST,ST
Theft,Service or Gas Station,7400-7499,SANDLE,ST
Theft,"Hotel, Motel, Inn, Etc.",6000-6099,NORTH FWY IB,-
Theft,"Road, Street, or Sidewalk",200-299,OBION,RD
Theft,Private School,800-899,W DONOVAN ST,ST
Aggravated Assault,Apartment,1200-1299,W TIDWELL RD,RD
Robbery,Hotel or Motel Parking Lot,6800-6899,MAXROY,ST
Theft,Residence or House,6300-6399,DE PRIEST ST,ST
Burglary,Residence or House,800-899,LONNIE LN,-
Aggravated Assault,Residence or House,700-799,PICKERING ST,ST
Burglary,Apartment,5600-5699,PATRICK,-
Aggravated Assault,Residence or House,6700-6799,KNOX ST,ST
Robbery,Apartment Parking Lot,6700-6799,COVINGTON DR,-
Aggravated Assault,"Road, Street, or Sidewalk",6800-6899,MCWILLIAMS DR,-
Robbery,Apartment,5600-5699,YALE,ST
Aggravated Assault,"Road, Street, or Sidewalk",500-599,W TIDWELL RD,RD
AutoTheft,"Road, Street, or Sidewalk",5600-5699,TIDWELL,RD
Theft,Driveway,1400-1499,W DONOVAN ST,ST
Theft,Apartment Parking Lot,5600-5699,YALE ST,ST
Robbery,Restaurant or Cafeteria,15400-15499,BAY LODGE,LN
Theft,"Road, Street, or Sidewalk",18300-18399,CHIPPEWA,LN
Burglary,Residence or House,11400-11499,SPOTTSWOOD,DR
Theft,Apartment Parking Lot,100-199,E TIDWELL RD,RD
Theft,Commercial Parking Lot or Garage,400-499,W PARKER RD,RD
Robbery,Driveway,1300-1399,TRENTON STREET,-
AutoTheft,Driveway,2700-2799,MANSFIELD ST,ST
Burglary,Residence or House,1200-1299,1/2 HOMER,-
Theft,Department or Discount Store,400-499,PARKER,RD
AutoTheft,Commercial Parking Lot or Garage,6700-6799,MONTGOMERY,RD
Burglary,Convenience Store,2200-2299,LITTLE YORK,RD
Burglary,Residence or House,5600-5699,BERTELLIS LN,-
Aggravated Assault,Residence or House,1000-1099,MANSFIELD,-
Robbery,Miscellaneous Business (Non-Specific),5700-5799,SHEPHERD,RD
Rape,Apartment,700-799,2 EAST 32ND,ST
Theft,Driveway,400-499,RED RIPPLE RD,RD
Burglary,Residence or House,800-899,GRANVILLE DR,-
Burglary,Residence or House,1000-1099,WALL ST,ST
Robbery,Restaurant or Cafeteria,7200-7299,SHEPHERD,RD
Burglary,Apartment,500-599,W RITTENHOUSE ST,ST
AutoTheft,Apartment Parking Lot,7400-7499,N SHEPHERD DR,-
Theft,"Hotel, Motel, Inn, Etc.",6100-6199,NORTH FWY IB,-
Theft,Miscellaneous Business (Non-Specific),6600-6699,SHEPHERD,RD
Burglary,Residence or House,7400-7499,KNOX ST,ST
Robbery,Commercial Building,5700-5799,SHEPHERD,RD
Theft,Apartment,2300-2399,W TIDWELL RD,RD
Theft,Driveway,8500-8599,TIDWELL,ST
Theft,Other Parking Lot,5900-5999,NORTH FWY IB,-
Robbery,"Pawn, Resale Shop, or Flea Market",5900-5999,SHEPHERD,RD
Theft,Vehicle/Auto Sales/Lease/Auto Parts Store,6900-6999,NORTH,FWY
Theft,Other Parking Lot,8400-8499,BEE MEADOW,-
Burglary,"Vacant Storage Fac (Barn,Garage,Warehouse)",700-799,W RITTENHOUSE ST,ST
Theft,Residence or House,500-599,RITTENHOUSE ST,ST
Burglary,Restaurant or Cafeteria Parking Lot,500-599,LITTLE YORK,RD
Burglary,Vehicle/Auto Sales/Lease/Auto Parts Store,6800-6899,SHEPHERD,RD
Aggravated Assault,Residence or House,1000-1099,SOUTH,LN
Burglary,Apartment,5500-5599,DESOTO ST,ST
Theft,Residence or House,9900-9999,INWOOD SHADOWS,ST
Aggravated Assault,Residence or House,3800-3899,SARATOGA,-
Aggravated Assault,"Other, Unknown, or Not Listed",3500-3599,BLACK LOCUST,ST
Theft,Apartment,1000-1099,WAUGH,DR
Burglary,"Laundry, Dry Cleaners, Washaterias",7400-7499,ALABONSON,RD
Theft,"Laundry, Dry Cleaners, Washaterias",7400-7499,ALABONSON,RD
Theft,"Road, Street, or Sidewalk",7300-7399,BIRCHTREE FOREST DR,-
Burglary,Residence or House,5800-5899,N HOUSTON ROSSLYN RD,RD
Burglary,Apartment,800-899,LITTLE YORK,RD
Theft,"Road, Street, or Sidewalk",6000-6099,GREEN TERRACE,-
Theft,Office Building,5900-5999,BINGLE,RD
Theft,Apartment,7200-7299,T C JESTER BLVD,BLVD
Robbery,Apartment Parking Lot,6100-6199,W TIDWELL RD,RD
Aggravated Assault,Residence or House,7200-7299,WENWOOD,CIR
Aggravated Assault,Apartment Parking Lot,6100-6199,ANTOINE DR,-
Theft,Driveway,7500-7599,ASHMOLE LN,-
Robbery,Apartment Parking Lot,5500-5599,W GULF BANK RD,RD
Burglary,Apartment,3400-3499,W LITTLE YORK RD,RD
Theft,"Pawn, Resale Shop, or Flea Market",6800-6899,ANTOINE,DR
Theft,Apartment Parking Lot,5500-5599,HOLLY VIEW DR,-
Robbery,Apartment Parking Lot,6400-6499,ANTOINE DR,-
Aggravated Assault,Apartment,3400-3499,W LITTLE YORK RD,RD
Theft,Driveway,5300-5399,WINDING WAY DR,-
Aggravated Assault,Residence or House,6900-6999,WOODFERN,DR
Burglary,Residence or House,6900-6999,BRABRANT,CT
Robbery,Apartment,2900-2999,BINGLE,RD
Theft,Apartment,5500-5599,DESOTO ST,ST
Robbery,Apartment,6200-6299,W TIDWELL RD,RD
Theft,Driveway,5600-5699,WATER LEAF LN,-
Burglary,Residence or House,5800-5899,GREEN TERRACE,-
Theft,Driveway,3500-3599,MAYFIELD OAKS LN,-
Aggravated Assault,Apartment,3400-3499,W LITTLE YORK RD,RD
Theft,Service or Gas Station,6100-6199,LITTLE YORK RD,RD
Theft,Construction Site,5700-5799,LITTLE YORK,RD
Theft,Auto Repair,8600-8699,HOUSTON ROSSLYN,RD
Theft,Convention Center or Exhibit Halls,7600-7699,ANTOINE DR,-
Burglary,Residence or House,5300-5399,COUNCIL GROVE,LN
Theft,"Vacant Other Residential (Apartment,Dorms)",6500-6599,W TIDWELL RD,RD
Burglary,Residence or House,5700-5799,MAPLE HILL,DR
Theft,Residence or House,5800-5899,WILLOW OAK DR,-
Theft,"Other, Unknown, or Not Listed",6000-6099,LAWN LN,-
Robbery,Apartment,5300-5399,W GULF BANK RD,RD
Burglary,Convenience Store,6400-6499,W.LITTLE YORK,RD
Aggravated Assault,Residence or House,3100-3199,LITTLE YORK,RD
Burglary,Specialty Store (Non-Specific),6000-6099,ANTOINE,DR
Theft,"Road, Street, or Sidewalk",3600-3699,BLACK LOCUST DR,-
Burglary,Apartment,5500-5599,DESOTO ST,ST
Burglary,"Other, Unknown, or Not Listed",5700-5799,LITTLE YORK,RD
Aggravated Assault,Residence or House,5300-5399,DESOTO ST,ST
Aggravated Assault,Residence or House,5500-5599,DESOTO APT,-
AutoTheft,"Road, Street, or Sidewalk",5800-5899,BLACK OAK DR,-
Theft,Department or Discount Store,6600-6699,ANTOINE,DR
AutoTheft,Convenience Store Parking Lot,10300-10399,FALLING RIVER,DR
Theft,Driveway,6400-6499,MENWOOD CIR,-
Theft,"Multi-Plex Home (Duplex,Triplex Etc.)",7000-7099,INWOOD PARK DR,-
Burglary,Residence or House,10100-10199,PRAIRIE MIST ST,ST
Theft,Convenience Store Parking Lot,7700-7799,WASHINGTON,AVE
Theft,Apartment,5500-5599,DESOTO ST,ST
Aggravated Assault,Apartment,5800-5899,N HOUSTON ROSSLYN RD,RD
Aggravated Assault,Apartment,5300-5399,DESOTO ST,ST
Theft,Miscellaneous Business (Non-Specific),6600-6699,ANTOINE,DR
Theft,"Church, Synagogue, or Temple",6000-6099,VICTORY,DR
Theft,"Road, Street, or Sidewalk",8500-8599,WEST TIDWELL,RD
Aggravated Assault,Residence or House,4100-4199,LEMON TREE LN,-
Burglary,Rental Storage Facility,5800-5899,N HOUSTON ROSSLYN RD,RD
Burglary,Apartment,5500-5599,DESOTO,ST
Theft,Apartment Parking Lot,5300-5399,W GULF BANK RD,RD
Theft,Residence or House,10000-10099,MISTY TRL,-
Burglary,Clothing Store,5700-5799,LITTLE YORK,RD
Burglary,Bar or Night Club,7300-7399,ALABONSON RD,RD
Theft,Driveway,3800-3899,BLACK LOCUST DR,-
Aggravated Assault,Apartment,5700-5799,W GULF BANK RD,RD
Burglary,Barber And Beauty Shops,9200-9299,HOUSTON ROSSLYN,RD
Burglary,Convenience Store,9200-9299,HOUSTON ROSSLYN,RD
Theft,"Other, Unknown, or Not Listed",8500-8599,TIDWELL,RD
Burglary,Clothing Store,7300-7399,ANTOINE,DR
