Offense Type,Beat,Premise,BlockRange,StreetName,Type
Aggravated Assault,19G50,Bus Stop,9800-9899,BISSONNET ST,ST
Theft,19G50,Service or Gas Station,10800-10899,BISSONNET,ST
Theft,19G50,"Hotel, Motel, Inn, Etc.",11200-11299,SOUTHWEST FWY OB,-
Robbery,19G50,"Road, Street, or Sidewalk",14500-14599,EMPANADA,DR
Robbery,19G50,"Road, Street, or Sidewalk",10700-10799,FORUM PLACE DR,-
Theft,19G50,Apartment,10100-10199,W SAM HOUSTON PKWY S,-
Theft,19G50,Grocery Store or Supermarket,10400-10499,BISSONNET ST,ST
Theft,19G50,Apartment Parking Lot,10200-10299,SUGAR BRANCH DR,-
Theft,19G50,"Road, Street, or Sidewalk",100-199,TEXAS ST.,-
Rape,19G50,"Road, Street, or Sidewalk",9700-9799,PLAINFIELD,-
Burglary,19G50,Miscellaneous Business (Non-Specific),10400-10499,SOUTHWEST,ST
Theft,19G50,Grocery Store or Supermarket Parking Lot,11500-11599,S WILCREST DR,-
AutoTheft,19G50,"Road, Street, or Sidewalk",10200-10299,SUGAR BRANCH DR,-
Theft,19G50,Commercial Parking Lot or Garage,10600-10699,FALLSTONE,RD
Theft,19G50,Apartment Parking Lot,11600-11699,W BELLFORT AVE,-
Theft,19G50,Apartment,5100-5199,KELSO,ST
AutoTheft,19G50,Convenience Store Parking Lot,10400-10499,BISSONNET ST,ST
Robbery,19G50,Apartment,10200-10299,LANDS END DR,-
Theft,19G50,Commercial Parking Lot or Garage,10400-10499,LANDSBURY,DR
Aggravated Assault,19G50,Apartment,11600-11699,W BELLFORT AVE,-
Robbery,19G50,Apartment Parking Lot,11600-11699,BELLFORT,AVE
Theft,19G50,Miscellaneous Business (Non-Specific),11100-11199,SOUTHWEST,ST
AutoTheft,19G50,Miscellaneous Business (Non-Specific),UNK,BELLFORT OBIB/SOUTHWEST FWY OB,-
AutoTheft,19G50,Apartment Parking Lot,10200-10299,FORUM WEST DR,-
Aggravated Assault,19G50,Residence or House,10700-10799,LANDOVER,LN
Theft,19G50,Apartment,9800-9899,SAM HOUSTON,PKWY
Aggravated Assault,19G50,Apartment,8800-8899,BRAESWOOD,BLVD
Robbery,19G50,"Laundry, Dry Cleaners, Washaterias",11600-11699,BELLFORT,AVE
Theft,1A10,Restaurant or Cafeteria Parking Lot,UNK,CONGRESS/MAIN ST IB,-
Aggravated Assault,1A10,Light Rail Platform,1400-1499,MAIN ST OB,-
Theft,1A10,"Road, Street, or Sidewalk",900-999,PRESTON ST,ST
Theft,1A10,"Road, Street, or Sidewalk",1100-1199,DOROTHY ST.,-
Theft,1A10,"Road, Street, or Sidewalk",1600-1699,FANNIN ST,ST
Aggravated Assault,1A10,"Road, Street, or Sidewalk",900-999,MCKINNEY ST,ST
Theft,1A10,"Garden Supply, Nursery, or Florist",700-799,CRAWFORD ST,ST
AutoTheft,1A10,Commercial Parking Lot or Garage,12600-12699,WESTHEIMER,RD
Aggravated Assault,1A10,Bar or Night Club,1500-1599,ST JOSEPH PKWY,-
Rape,1A10,Residence or House,1800-1899,RUIZ,-
Robbery,1A10,Convenience Store Parking Lot,1400-1499,ST JOSEPH PKWY,-
Theft,1A10,Bus Station,800-899,PIERCE ST,ST
Theft,1A10,Apartment Parking Lot,1700-1799,MAIN,ST
AutoTheft,1A10,"Road, Street, or Sidewalk",1300-1399,PRESTON ST,ST
Theft,1A10,"Other, Unknown, or Not Listed",1200-1299,PRAIRIE ST,ST
Theft,1A10,"Parks and Recreation, Zoo, Swimming Pool",500-599,ALLEN PKWY OB,-
Theft,1A10,"Other, Unknown, or Not Listed",1100-1199,TRAVIS,-
Theft,1A10,"Road, Street, or Sidewalk",500-599,FANNIN ST,ST
Theft,1A10,Light Rail Platform,1400-1499,MAIN ST OB,-
Theft,1A10,Commercial Parking Lot or Garage,600-699,FRANKLIN ST,ST
Theft,1A10,Jail or Prison,1200-1299,BAKER ST,ST
Theft,1A10,"Road, Street, or Sidewalk",1800-1899,SMITH,-
Robbery,1A10,"Road, Street, or Sidewalk",500-599,FANNIN ST,ST
Theft,1A10,Bus Station,800-899,PIERCE ST,ST
Aggravated Assault,1A10,"Road, Street, or Sidewalk",1200-1299,AUSTIN ST,ST
Theft,1A10,Other Parking Lot,1100-1199,ROTHWELL,-
Theft,1A10,Bar or Night Club,400-499,MAIN ST IB,-
Theft,1A10,Office Building,600-699,WALKER,ST
Robbery,1A10,"Libraries, Museums",500-599,MCKINNEY ST,ST
Theft,1A10,"Hotel, Motel, Inn, Etc.",400-499,DALLAS ST,ST
Theft,1A10,Other Parking Lot,500-599,ALLEN PKWY OB,-
Theft,1A10,Hospital,1800-1899,CRAWFORD ST,ST
Theft,1A10,"Other, Unknown, or Not Listed",300-399,MILAM,-
Theft,1A10,"Road, Street, or Sidewalk",1400-1499,PRESTON,ST
Theft,1A10,Government or Public Building,900-999,BAGBY ST,ST
Theft,1A10,Commercial Parking Lot or Garage,1600-1699,TRAVIS,-
AutoTheft,1A10,Garage or Carport,900-999,TEXAS ST,ST
Theft,1A10,Other Parking Lot,900-999,N SAN JACINTO ST,ST
Theft,1A10,"Other, Unknown, or Not Listed",700-799,LOUISIANA ST,ST
Theft,1A10,"Package Facility (FedEx,UPS,DHL)",800-899,LOUISIANA ST,ST
Theft,1A10,"Road, Street, or Sidewalk",2000-2099,MCKINNEY,ST
Theft,1A10,Commercial Parking Lot or Garage,1500-1599,LEELAND,-
Theft,1A10,Government or Public Building,2400-2499,BELKNAP,ST
Theft,1A10,Apartment Parking Lot,1600-1699,FANNIN ST,ST
Theft,1A10,"Road, Street, or Sidewalk",UNK,BELL ST / MAIN ST,ST
Theft,1A10,Commercial Parking Lot or Garage,1100-1199,CLAY ST,ST
Theft,1A10,"Road, Street, or Sidewalk",300-399,WASHINGTON AVE,-
Theft,1A10,Driveway,1600-1699,FANNIN ST,ST
Theft,1A10,Grocery Store or Supermarket,2200-2299,LOUISIANA,ST
Theft,1A10,Liquor Store,900-999,FRANKLIN,ST
Theft,1A10,"Other, Unknown, or Not Listed",800-899,PEASE ST,ST
Theft,1A10,"Other, Unknown, or Not Listed",1600-1699,SAN JACINTO ST,ST
Theft,1A10,Commercial Parking Lot or Garage,1400-1499,FRANKLIN ST,ST
Robbery,1A10,"Road, Street, or Sidewalk",300-399,LINK,RD
Aggravated Assault,1A10,Residence or House,1900-1999,LA BRANCH,-
Theft,1A10,Hotel or Motel Parking Lot,1500-1599,TEXAS ST,ST
Theft,1A10,Apartment Parking Lot,1600-1699,FANNIN ST,ST
Theft,1A10,Commercial Parking Lot or Garage,1600-1699,FANNIN ST,ST
Robbery,1A10,"Road, Street, or Sidewalk",800-899,JEFFERSON ST,ST
Theft,1A10,Train (Not Metro) Terminal,1900-1999,MAIN ST,ST
Theft,1A10,Other Parking Lot,1200-1299,AUSTIN ST,ST
Theft,1A10,"Road, Street, or Sidewalk",1100-1199,PEASE ST,ST
Theft,1A10,"Other, Unknown, or Not Listed",1600-1699,FANNIN ST,ST
Theft,1A10,Social Services or Public Charities,1200-1299,PRAIRIE ST,ST
Aggravated Assault,1A10,Bar or Night Club,1600-1699,LA BRANCH,-
Robbery,1A10,"Road, Street, or Sidewalk",900-999,FANNIN ST,ST
Theft,1A10,Restaurant or Cafeteria,1200-1299,FANNIN,ST
Theft,1A10,Bus Stop,200-299,BROADWAY,-
Theft,1A10,"Road, Street, or Sidewalk",1000-1099,BELL ST,ST
Aggravated Assault,1A10,"Road, Street, or Sidewalk",9700-9799,GESSNER 3604,-
Theft,1A10,Restaurant or Cafeteria,400-499,MAIN ST,ST
Theft,1A10,Garage or Carport,1600-1699,FANNIN ST,ST
Theft,1A10,Commercial Parking Lot or Garage,1500-1599,SAN JACINTO ST,ST
Theft,1A10,Commercial Parking Lot or Garage,1800-1899,FRANKLIN ST,ST
Theft,1A10,Other Parking Lot,100-199,HAMILTON ST,ST
Theft,1A10,Commercial Parking Lot or Garage,1700-1799,FRANKLIN ST,ST
Theft,1A10,Service or Gas Station,1800-1899,RUIZ,-
Theft,1A10,Bar or Night Club,9400-9499,GREENS,RD
Theft,1A10,"Stadium, Sports Arena, Race Track",500-599,CRAWFORD ST,ST
Aggravated Assault,1A10,"Road, Street, or Sidewalk",1900-1999,COMMERCE ST,ST
Theft,1A10,Commercial Parking Lot or Garage,800-899,MAIN ST,ST
Theft,1A10,Restaurant or Cafeteria,1200-1299,FANNIN,ST
AutoTheft,1A10,"Road, Street, or Sidewalk",700-799,FANNIN,ST
Theft,1A10,"Road, Street, or Sidewalk",800-899,JEFFERSON ST,ST
Theft,1A10,Rehabilitation Center,1800-1899,COMMERCE ST,ST
Theft,1A10,Commercial Parking Lot or Garage,1100-1199,RUSK ST,ST
Theft,1A10,Commercial Parking Lot or Garage,1200-1299,DART,ST
Theft,1A10,"Hotel, Motel, Inn, Etc.",300-399,FOREST CENTER,DR
Theft,1A10,"Hotel, Motel, Inn, Etc.",1300-1399,LAMAR,-
Theft,1A10,"Hotel, Motel, Inn, Etc.",1200-1299,LOUISIANA ST,ST
Theft,1A10,"Hotel, Motel, Inn, Etc.",800-899,FANNIN ST,ST
Theft,1A10,Department or Discount Store,1200-1299,MAIN ST,ST
Theft,1A10,Government or Public Building,1200-1299,FRANKLIN ST,ST
Theft,1A10,Bank,1100-1199,BAGBY,ST
Theft,1A10,Light Rail Platform,1900-1999,MAIN ST,ST
Aggravated Assault,1A10,Hospital,1400-1499,ST JOSEPH,PKWY
Theft,1A10,Apartment Parking Lot,1500-1599,MAIN ST,ST
Theft,1A10,University or College,1300-1399,SAN JACINTO ST,ST
Robbery,1A10,"Road, Street, or Sidewalk",1500-1599,MCKINNEY ST,ST
Theft,1A10,"Physician, Doctor, Dentist's Office",2000-2099,CRAWFORD ST,ST
Theft,1A10,Social Services or Public Charities,1800-1899,RUIZ,-
Theft,1A10,"Road, Street, or Sidewalk",1800-1899,EDWARDS,ST
Aggravated Assault,1A10,Bar or Night Club,1400-1499,ST JOSEPH PKWY,-
AutoTheft,1A10,Other Parking Lot,1600-1699,FRANKLIN ST,ST
Theft,1A10,Bar or Night Club,1500-1599,PEASE,ST
Aggravated Assault,1A10,Bar or Night Club,700-799,CLAY ST,ST
Theft,1A10,Apartment Parking Lot,1600-1699,FANNIN ST,ST
Theft,1A10,Restaurant or Cafeteria,800-899,MILAM,-
Theft,1A10,"Road, Street, or Sidewalk",300-399,HAMILTON ST,ST
AutoTheft,1A10,Garage or Carport,800-899,TRAVIS ST,ST
Theft,1A10,Commercial Parking Lot or Garage,1700-1799,POLK,-
Theft,1A10,"Road, Street, or Sidewalk",600-699,WALKER,ST
AutoTheft,1A10,"Road, Street, or Sidewalk",1100-1199,TEXAS ST,ST
AutoTheft,1A10,Commercial Parking Lot or Garage,1000-1099,MCKINNEY,ST
Theft,1A10,"Road, Street, or Sidewalk",1200-1299,LOUISIANA ST,ST
Theft,1A10,Office Building,4400-4499,HORIZON VIEW CIRCLE,-
Aggravated Assault,1A10,"Field, Woods, Forest, Park",1800-1899,RUNNELS,-
Aggravated Assault,1A10,"Road, Street, or Sidewalk",UNK,SAN JACINTO,-
Theft,1A10,Mall Common Area,1200-1299,MCKINNEY ST,ST
Theft,1A10,Other Parking Lot,4800-4899,GLENRIDGE,LN
Theft,1A10,Commercial Parking Lot or Garage,1600-1699,FANNIN ST,ST
Theft,1A10,Garage or Carport,1600-1699,FANNIN ST,ST
Theft,1A10,"Road, Street, or Sidewalk",1700-1799,FANNIN ST,ST
Theft,1A10,Office Building,600-699,MAIN ST,ST
Theft,1A10,"Road, Street, or Sidewalk",1200-1299,LAMAR,-
Theft,1A10,Vacant Other Out Build/Monument/UnderConst,1000-1099,WOODING,ST
Aggravated Assault,1A10,"Road, Street, or Sidewalk",2000-2099,MAIN ST,ST
Theft,1A10,Commercial Building,600-699,TRAVIS,ST
Theft,1A10,Hospital,1300-1399,ST JOSEPH PKWY,-
Theft,1A10,Residence or House,1700-1799,MAIN ST,ST
Aggravated Assault,1A10,"Road, Street, or Sidewalk",900-999,PRESTON ST,ST
Aggravated Assault,1A10,Bar or Night Club,500-599,MAIN ST,ST
Aggravated Assault,1A10,"Road, Street, or Sidewalk",1100-1199,ST JOSEPH PKWY,-
AutoTheft,1A10,"Road, Street, or Sidewalk",700-799,CLAY ST,ST
AutoTheft,1A10,Convenience Store Parking Lot,100-199,SAN JACINTO ST,ST
Theft,1A10,Commercial Parking Lot or Garage,1200-1299,LA BRANCH,-
Theft,1A10,Commercial Parking Lot or Garage,1600-1699,CAPITOL ST,ST
Theft,1A10,Grocery Store or Supermarket Parking Lot,1900-1999,RUSK ST,ST
Theft,1A10,Hotel or Motel Parking Lot,1200-1299,LOUISIANA ST,ST
Theft,1A10,Restaurant or Cafeteria,1100-1199,FAIRLANE SQUARE,-
AutoTheft,1A10,Hotel or Motel Parking Lot,1500-1599,DALLAS ST,ST
Theft,1A10,Bar or Night Club,1000-1099,CONGRESS,-
Theft,1A10,Commercial Parking Lot or Garage,1300-1399,LEELAND,-
Burglary,1A10,"Physician, Doctor, Dentist's Office",1300-1399,ST JOSEPH,PKWY
Theft,1A10,Commercial Parking Lot or Garage,1500-1599,DALLAS ST,ST
Theft,1A10,Other Parking Lot,1000-1099,PRESTON ST,ST
Theft,1A10,Office Building,1000-1099,FANNIN ST,ST
Theft,1A10,Commercial Parking Lot or Garage,100-199,JACKSON ST,ST
Theft,1A10,Commercial Parking Lot or Garage,300-399,CRAWFORD ST,ST
AutoTheft,1A10,Commercial Parking Lot or Garage,1300-1399,MAIN ST,ST
Aggravated Assault,1A10,"Road, Street, or Sidewalk",1200-1299,CONGRESS,-
Theft,1A10,Hotel or Motel Parking Lot,1500-1599,DALLAS ST,ST
Theft,1A10,"Parks and Recreation, Zoo, Swimming Pool",1500-1599,MCKINNEY ST,ST
Theft,1A20,Convenience Store,400-499,STRATFORD,RD
AutoTheft,1A20,Apartment Parking Lot,3600-3699,GARROTT,-
Theft,1A20,"Other, Unknown, or Not Listed",3700-3799,GARROTT ST,ST
Theft,1A20,Restaurant or Cafeteria Parking Lot,2800-2899,SACKETT,-
AutoTheft,1A20,Apartment Parking Lot,900-999,BENGE DR APT 409A,-
Theft,1A20,Residence or House,700-799,WILLARD,RD
Theft,1A20,Apartment,200-299,DREW ST 8,-
Theft,1A20,Drug Store or Medical Supply,3300-3399,MONTROSE,BLVD
Theft,1A20,"Road, Street, or Sidewalk",2600-2699,BAY AREA BLVD APT 322,-
Aggravated Assault,1A20,Bar or Night Club,100-199,EUCALYPTUS ST APT 7205,-
Aggravated Assault,1A20,"Multi-Plex Home (Duplex,Triplex Etc.)",6100-6199,CRANE,-
Theft,1A20,"Road, Street, or Sidewalk",1400-1499,VICTOR ST,ST
Theft,1A20,"Road, Street, or Sidewalk",3800-3899,DREYFUS,-
AutoTheft,1A20,"Road, Street, or Sidewalk",9400-9499,SAM HOUSTON,PKWY
Robbery,1A20,"Other, Unknown, or Not Listed",5900-5999,DOOLITLE,BLVD
Theft,1A20,"Road, Street, or Sidewalk",2100-2199,ALLEN PKWY IB,-
Theft,1A20,"Road, Street, or Sidewalk",2100-2199,BALDWIN ST,ST
Theft,1A20,"Road, Street, or Sidewalk",3400-3499,STANFORD,RD
Theft,1A20,"Road, Street, or Sidewalk",4000-4099,GREELEY,-
Theft,1A20,"Road, Street, or Sidewalk",2700-2799,BALDWIN ST,ST
Theft,1A20,Office Building,2700-2799,ALLEN PARKWAY,-
Robbery,1A20,Residence or House,1500-1599,ROBIN ST,ST
Theft,1A20,"Road, Street, or Sidewalk",9100-9199,HIGHWAY 6 NORTH 1724,-
Theft,1A20,"Other, Unknown, or Not Listed",1000-1099,WESTHEIMER RD,RD
Robbery,1A20,"Road, Street, or Sidewalk",UNK,OAK CT,-
AutoTheft,1A20,"Road, Street, or Sidewalk",700-799,COLQUITT ST,ST
Theft,1A20,Strip Business Center Parking Lot,900-999,ROGERS COURT,-
Theft,1A20,"Road, Street, or Sidewalk",100-199,FARGO,-
Theft,1A20,"Road, Street, or Sidewalk",UNK,CREEKSIDE CIRCLE,-
Theft,1A20,"Road, Street, or Sidewalk",1900-1999,ALLEN PKWY OB,-
Theft,1A20,"Road, Street, or Sidewalk",800-899,MONTROSE BLVD,BLVD
Robbery,1A20,Restaurant or Cafeteria,2500-2599,ISABELLA,ST
Burglary,1A20,Bar or Night Club,600-699,HADLEY,ST
Aggravated Assault,1A20,"Road, Street, or Sidewalk",1100-1199,WILSON ST,ST
Theft,1A20,"Book, Record, Stationary, Office Supplies",2000-2099,W GRAY ST,ST
Theft,1A20,"Church, Synagogue, or Temple Parking Lot",300-399,SAN JOSE,ST
Theft,1A20,Bar or Night Club,2300-2399,GRANT ST,ST
Theft,1A20,Commercial Parking Lot or Garage,1100-1199,CUSHING ST,ST
Theft,1A20,Other Parking Lot,3800-3899,BUTE,-
Theft,1A20,Commercial Parking Lot or Garage,1900-1999,W GRAY ST,ST
Theft,1A20,Bar or Night Club,600-699,HADLEY,ST
Theft,1A20,"Road, Street, or Sidewalk",400-499,A LOVETT,BLVD
Theft,1A20,Apartment,2200-2299,W DALLAS ST,ST
Theft,1A20,"Other, Unknown, or Not Listed",900-999,W MAIN ST,ST
Theft,1A20,Apartment Parking Lot,7200-7299,REDDING,RD
Theft,1A20,Bar or Night Club Parking Lot,UNK,BRAZOS ST / MCGOWEN ST,ST
Theft,1A20,Restaurant or Cafeteria Parking Lot,2900-2999,PECAN RIDGE,DR
Theft,1A20,"Road, Street, or Sidewalk",4100-4199,TAWAKON DR.,-
Theft,1A20,Driveway,1200-1299,HYDE PARK BLVD,BLVD
Theft,1A20,Other Parking Lot,2300-2399,BAGBY ST,ST
Robbery,1A20,"Road, Street, or Sidewalk",800-899,FARGO,-
Theft,1A20,Strip Business Center Parking Lot,14000-14099,EAST 21ST SUITE,-
Theft,1A20,Restaurant or Cafeteria Parking Lot,700-799,W ALABAMA ST,ST
Theft,1A20,"Road, Street, or Sidewalk",4200-4299,ROSELAND,-
Burglary,1A20,Residence or House,2100-2199,CROCKER ST,ST
Theft,1A20,Bar or Night Club,800-899,PACIFIC,-
Theft,1A20,Strip Business Center Parking Lot,1900-1999,W GRAY ST,ST
Robbery,1A20,"Road, Street, or Sidewalk",500-599,AVONDALE ST,ST
Theft,1A20,Service or Gas Station,1400-1499,CALUMET,ST
Theft,1A20,Residence or House,1200-1299,W DALLAS ST,ST
Theft,1A20,Other Parking Lot,UNK,ALLEN SERVICE RD/GILLETTE ST,ST
Theft,1A20,"Road, Street, or Sidewalk",16200-16299,CARSON CIRCLE,-
Burglary,1A20,Apartment,900-999,CLEVELAND STREET,-
Theft,1A20,"Road, Street, or Sidewalk",700-799,FARGO,-
Theft,1A20,Bus Stop,100-199,WESTHEIMER RD,RD
Robbery,1A20,"Road, Street, or Sidewalk",2400-2499,BRAZOS ST,ST
Theft,1A20,Residence or House,500-599,BELL STREET,-
Theft,1A20,Bar or Night Club Parking Lot,2400-2499,BRAZOS ST,ST
Theft,1A20,Apartment Parking Lot,1700-1799,CUSHING STREET APT 232,-
Theft,1A20,Garage or Carport,900-999,CLEVELAND ST,ST
Theft,1A20,Garage or Carport,1800-1899,VALENTINE ST,ST
Aggravated Assault,1A20,"Road, Street, or Sidewalk",900-999,BOMAR STREET,-
Burglary,1A20,Apartment,2300-2399,BAGBY ST,ST
Theft,1A20,"Road, Street, or Sidewalk",600-699,HADLEY ST,ST
Burglary,1A20,Apartment,2300-2399,BAGBY ST,ST
Theft,1A20,Driveway,100-199,WELCH ST,ST
Burglary,1A20,Office Building,600-699,ALABAMA,ST
AutoTheft,1A20,Miscellaneous Business (Non-Specific),1700-1799,MONTROSE BLVD,BLVD
Theft,1A20,Apartment,1000-1099,CLEVELAND ST,ST
Theft,1A20,Residence or House,2000-2099,CONVERSE,-
Theft,1A20,Restaurant or Cafeteria Parking Lot,1400-1499,MONTROSE BLVD,BLVD
Theft,1A20,Grocery Store or Supermarket,2200-2299,LOUISIANA,ST
Theft,1A20,Liquor Store,2400-2499,SMITH,ST
Burglary,1A20,Car Wash,1000-1099,MONTROSE,BLVD
Theft,1A20,"Church, Synagogue, or Temple",1200-1299,BLUEBONNET PLACE CIR,-
Theft,1A20,Restaurant or Cafeteria Parking Lot,900-999,FAIRVIEW AVE,-
AutoTheft,1A20,"Road, Street, or Sidewalk",900-999,SUL ROSS,-
Theft,1A20,Strip Business Center Parking Lot,17000-17099,ALDINE WESTFIELD,RD
Aggravated Assault,1A20,Service or Gas Station,1000-1099,CALIFORNIA ST,ST
Theft,1A20,"Parks and Recreation, Zoo, Swimming Pool",1600-1699,ALLEN PKWY OB,-
Theft,1A20,"Road, Street, or Sidewalk",3300-3399,W LAMAR ST,ST
Burglary,1A20,Bar or Night Club,4000-4099,ESSEX LN. 2301,-
Robbery,1A20,Convenience Store,2600-2699,SMITH,ST
AutoTheft,1A20,Commercial Parking Lot or Garage,1000-1099,WESTHEIMER,RD
Theft,1A20,Apartment Parking Lot,500-599,RICHMOND AVE,-
Theft,1A20,"Other, Unknown, or Not Listed",UNK,ALLEN PKWY OB/MONTROSE EXIT,-
Burglary,1A20,Bar or Night Club,2400-2499,BRAZOS,ST
Theft,1A20,Apartment Parking Lot,500-599,GRAY ST,ST
Theft,1A20,Commercial Parking Lot or Garage,200-299,HEIGHTS BLVD APT 527,-
Robbery,1A20,Restaurant or Cafeteria,2900-2999,CARROLTON,ST
Theft,1A20,Apartment Parking Lot,500-599,RICHMOND,AVE
Robbery,1A20,Restaurant or Cafeteria,2300-2399,BAGBY ST,ST
Theft,1A20,Commercial Parking Lot or Garage,3300-3399,MONTROSE BLVD,BLVD
Theft,1A20,"Road, Street, or Sidewalk",UNK,EDGEMONT COURT,-
Theft,1A20,"Road, Street, or Sidewalk",1100-1199,VICTOR ST,ST
Theft,1A20,"Road, Street, or Sidewalk",2200-2299,CROCKER ST,ST
Theft,1A20,"Road, Street, or Sidewalk",2200-2299,MASON,-
Theft,1A20,"Road, Street, or Sidewalk",200-299,TC JESTER BLVD APT 158,-
Burglary,1A20,Residence or House,1800-1899,WILSON ST.,-
Theft,1A20,Driveway,3700-3799,GARROTT ST,ST
Theft,1A20,Residence or House,1800-1899,WILSON ST,ST
Burglary,1A20,Apartment,700-799,CLEVELAND STREET APT. 1112,-
Theft,1A20,"Road, Street, or Sidewalk",UNK,OAK CT,-
Theft,1A20,Bar or Night Club,4500-4599,EIGEL STREET,-
Theft,1A20,"Parks and Recreation, Zoo, Swimming Pool",1800-1899,ALLEN PKWY OB,-
Burglary,1A20,"Electronics Store, Electrical Supplies",600-699,DENNIS,ST
Theft,1A20,Bar or Night Club,2400-2499,BAGBY ST,ST
Theft,1A20,"Multi-Plex Home (Duplex,Triplex Etc.)",2500-2599,MONTROSE BLVD APT 58,-
Theft,1A20,"Road, Street, or Sidewalk",3300-3399,SMITH ST,ST
Theft,1A20,Apartment Parking Lot,1600-1699,DALLAS ST,ST
Theft,1A20,Residence or House,1000-1099,GILLETTE,ST
Theft,1A20,Apartment Parking Lot,1600-1699,W DALLAS ST,ST
Theft,1A20,"Road, Street, or Sidewalk",2400-2499,SAWDUST RD APT 1308,-
Theft,1A20,Other Parking Lot,20000-20099,LUNS,LN
Theft,1A20,"Parks and Recreation, Zoo, Swimming Pool",3600-3699,ALLEN PKWY OB,-
Theft,1A20,Restaurant or Cafeteria,300-399,VALLEYWOOD,DR
Robbery,1A20,"Road, Street, or Sidewalk",2700-2799,GRANT,ST
Theft,1A20,"Road, Street, or Sidewalk",100-199,MCGOWEN ST,ST
Theft,1A20,"Road, Street, or Sidewalk",1100-1199,CALIFORNIA ST,ST
Burglary,1A20,Restaurant or Cafeteria,600-699,FAIRVIEW,AVE
Theft,1A20,Residence or House,2900-2999,DALLAS,ST
Burglary,1A20,Restaurant or Cafeteria,400-499,GRAY,ST
Theft,1A20,Vehicle/Auto Sales/Lease/Auto Parts Store,1600-1699,W DALLAS ST,ST
Robbery,1A20,Drug Store or Medical Supply,1000-1099,WAUGH,DR
Theft,1A20,Residence or House,600-699,OAKLEY,-
Theft,1A20,Residence or House,700-799,HYDE PARK BLVD,BLVD
Theft,1A20,Restaurant or Cafeteria Parking Lot,1000-1099,FAIRVIEW AVE,-
Theft,1A20,"Road, Street, or Sidewalk",800-899,ROBIN ST,ST
Theft,1A20,Apartment Parking Lot,2200-2299,W DALLAS ST,ST
Theft,1A20,Clothing Store,1500-1599,GRAY,ST
Aggravated Assault,1A20,Bar or Night Club,700-799,DUNWOODY,-
Theft,1A20,Bar or Night Club,2400-2499,BAGBY ST,ST
Theft,1A20,Garage or Carport,2200-2299,SMITH ST,ST
Theft,1A20,Miscellaneous Business (Non-Specific),UNK,ALLEN PKWY OB/TAFT ST,PKWY
Burglary,1A20,Residence or House,500-599,W. POLK,ST
Theft,1A20,"Road, Street, or Sidewalk",3200-3299,RIVER VALLEY,DR
Theft,1A20,"Road, Street, or Sidewalk",1300-1399,WELCH ST,ST
Theft,1A20,"Road, Street, or Sidewalk",1600-1699,W CLAY ST,ST
Aggravated Assault,1A20,"Road, Street, or Sidewalk",2400-2499,BRAZOS ST,ST
Murder,1A20,"Other, Unknown, or Not Listed",1200-1299,GILLETTE,ST
Theft,1A20,Bar or Night Club,200-299,TUAM,-
Theft,1A20,Service or Gas Station,900-999,RICHMOND AVE,-
Aggravated Assault,1A20,Bar or Night Club Parking Lot,8600-8699,STARGAZER,DR
Theft,1A20,"Road, Street, or Sidewalk",2400-2499,HOPKINS,-
Burglary,1A20,Bar or Night Club,2400-2499,BAGBY,ST
Theft,1A20,Apartment Parking Lot,3200-3299,ALLEN PKWY IB,-
Theft,1A20,Bar or Night Club,2300-2399,BRAZOS ST,ST
Aggravated Assault,1A20,"Road, Street, or Sidewalk",900-999,HOMELESS,-
Theft,1A20,Department or Discount Store,1500-1599,W GRAY ST,ST
Theft,1A20,Commercial Parking Lot or Garage,2000-2099,GRAY,ST
Theft,1A20,"Road, Street, or Sidewalk",2900-2999,BAGBY ST,ST
Burglary,1A20,Apartment Rental Office,900-999,GILLETTE,ST
Burglary,1A20,Rehabilitation Center,400-499,BRANARD,RD
Theft,1A20,"Road, Street, or Sidewalk",2900-2999,HELENA,-
Theft,1A20,Commercial Parking Lot or Garage,800-899,TAFT ST,ST
Robbery,1A20,Apartment,8100-8199,LEANORA APT 405,-
Burglary,1A20,Residence or House,1500-1599,ANDREWS ST,ST
Theft,1A20,"Road, Street, or Sidewalk",1000-1099,JACKSON BLVD,BLVD
Burglary,1A20,Garage or Carport,1800-1899,MASON,-
Theft,1A20,Other Parking Lot,1600-1699,ALLEN PKWY OB,-
Theft,1A20,"Parks and Recreation, Zoo, Swimming Pool",2900-2999,ALLEN PKWY IB,-
Robbery,1A20,Drug Store or Medical Supply,3300-3399,MONTROSE,BLVD
Robbery,1A20,Restaurant or Cafeteria,1000-1099,WESTHEIMER,RD
Theft,1A20,Apartment Parking Lot,2200-2299,W DALLAS ST,ST
