Offense Type,Beat,Premise,BlockRange,StreetName,Type
Aggravated Assault,19G10,Apartment,9400-9499,WOODFAIR DR,-
Theft,19G10,Department or Discount Store,9400-9499,SAM HOUSTON,PKWY
Theft,19G10,Residence or House,10900-10999,VILLAGE BEND,LN
Robbery,19G10,Bank,9500-9599,BISSONNET ST,ST
Theft,19G10,Apartment Parking Lot,10500-10599,BEECHNUT ST,ST
Aggravated Assault,19G10,Apartment,10000-10099,GREENFORK DR,-
AutoTheft,19G10,Convenience Store Parking Lot,7600-7699,DAWNRIDGE,DR
Theft,19G10,Apartment,7300-7399,CORPORATE DR,-
Theft,19G10,Specialty Store (Non-Specific),6800-6899,SAM HOUSTON,PKWY
Aggravated Assault,19G10,Apartment Parking Lot,8600-8699,WESTPLACE,DR
Theft,19G10,Service or Gas Station,9700-9799,BEECHNUT,ST
Theft,19G10,Grocery Store or Supermarket Parking Lot,9400-9499,W SAM HOUSTON PKWY S,-
Theft,19G10,Strip Business Center Parking Lot,10300-10399,CLUB CREEK DR,-
Theft,19G10,Apartment Parking Lot,9400-9499,CONCOURSE DR,-
Theft,19G10,Bank or Savings Institution Parking Lot,11700-11799,ROWAN,LN
Theft,19G10,Grocery Store or Supermarket Parking Lot,10100-10199,BEECHNUT ST,ST
Theft,19G10,Miscellaneous Business (Non-Specific),9900-9999,BEECHNUT,ST
Theft,19G10,Bank or Savings Institution Parking Lot,12600-12699,CRYSTAL ROCK,CT
AutoTheft,19G10,Driveway,10800-10899,GLENWOLDE DR,-
Theft,19G10,Convenience Store,10300-10399,BISSONNET,ST
Burglary,19G10,Apartment,10600-10699,BEECHNUT ST,ST
Theft,19G10,Apartment Parking Lot,10100-10199,BISSONNET ST,ST
Theft,19G10,Apartment Parking Lot,10600-10699,BEECHNUT ST,ST
Theft,19G10,Apartment Parking Lot,10600-10699,BEECHNUT ST,ST
Theft,19G10,Service or Gas Station,8100-8199,W SAM HOUSTON PKWY S,-
Theft,19G10,Grocery Store or Supermarket,9400-9499,W SAM HOUSTON PKWY S,-
Theft,19G10,"Road, Street, or Sidewalk",9200-9299,W SAM HOUSTON PKWY S,-
Robbery,19G10,Apartment Parking Lot,7000-7099,CASTLEVIEW,LN
Theft,19G10,Convenience Store,10000-10099,BEECHNUT,ST
AutoTheft,19G10,Apartment Parking Lot,9000-9099,WILCREST DR,-
Robbery,19G10,"Road, Street, or Sidewalk",9900-9999,BEECHNUT ST,ST
Theft,19G10,Department or Discount Store,9400-9499,SAM HOUSTON,PKWY
Theft,19G10,Department or Discount Store,10800-10899,BEECHNUT C,-
Theft,19G10,Other Parking Lot,9400-9499,W SAM HOUSTON PKWY S,-
Robbery,19G10,Clothing Store,10800-10899,BEECHNUT,ST
Theft,19G10,Apartment Parking Lot,10200-10299,BEECHNUT ST,ST
Aggravated Assault,19G10,"Road, Street, or Sidewalk",10000-10099,BEECHNUT ST,ST
Robbery,19G10,"Road, Street, or Sidewalk",9700-9799,BISSONNET ST,ST
AutoTheft,19G10,Apartment Parking Lot,7700-7799,CORPORATE DR,-
Burglary,19G10,Bank,8100-8199,SAM HOUSTON,PKWY
Theft,19G10,Apartment,10000-10099,GREENFORK DR,-
AutoTheft,19G10,Apartment Parking Lot,9400-9499,WOODFAIR DR,-
Theft,19G10,Apartment,8800-8899,BOONE RD,RD
Theft,19G10,Department or Discount Store,10800-10899,BEECHNUT,ST
Theft,19G10,Apartment Parking Lot,9400-9499,W SAM HOUSTON PKWY S,-
Theft,19G10,Strip Business Center Parking Lot,10800-10899,BISSONNET ST,ST
Aggravated Assault,19G10,Apartment,9900-9999,CLUB CREEK DR,-
Robbery,19G10,Grocery Store or Supermarket Parking Lot,9800-9899,BELLAIRE BLVD,BLVD
Robbery,19G10,Service or Gas Station,9400-9499,SAM HOUSTON,PKWY
Burglary,19G10,Apartment,7300-7399,CORPORATE,DR
Aggravated Assault,19G10,Apartment Parking Lot,10600-10699,BEECHNUT ST,ST
AutoTheft,19G10,Apartment Parking Lot,10200-10299,CLUB CREEK DR,-
Burglary,19G10,Restaurant or Cafeteria,12600-12699,BROOKGLADE,CIR
AutoTheft,19G10,Apartment,10600-10699,BEECHNUT ST,ST
Theft,19G10,Apartment Parking Lot,9400-9499,W SAM HOUSTON PKWY S,-
AutoTheft,19G10,Apartment Parking Lot,7500-7599,CORPORATE DR,-
Aggravated Assault,19G10,Apartment Parking Lot,9200-9299,WOODFAIR DR,-
Aggravated Assault,19G10,Convenience Store Parking Lot,10100-10199,BISSONNET ST,ST
Theft,19G10,Convenience Store,10000-10099,BEECHNUT,ST
Aggravated Assault,19G10,Residence or House,11400-11499,LARKDALE,DR
Theft,19G20,Grocery Store or Supermarket,12600-12699,ASHFORD RIVER,-
Robbery,19G20,Apartment,11800-11899,BEECHNUT ST,ST
Theft,19G20,Miscellaneous Business (Non-Specific),7000-7099,BANEWAY,DR
Theft,19G20,Driveway,8000-8099,SHINER LN,-
Theft,19G20,Service or Gas Station,12200-12299,BELLAIRE,BLVD
Theft,19G20,Grocery Store or Supermarket Parking Lot,2200-2299,WHITNEY,DR
Robbery,19G20,"Road, Street, or Sidewalk",6800-6899,WILCREST DR,-
Theft,19G20,"Road, Street, or Sidewalk",10500-10599,TURTLEWOOD CT,-
Theft,19G20,Strip Business Center Parking Lot,11200-11299,BELLAIRE,BLVD
Robbery,19G20,Bank or Savings Institution Parking Lot,11800-11899,BELLAIRE BLVD,BLVD
Theft,19G20,Other Parking Lot,11100-11199,BELLAIRE BLVD,BLVD
Theft,19G20,"Road, Street, or Sidewalk",10800-10899,SELA LN,-
Theft,19G20,"Road, Street, or Sidewalk",7400-7499,COOK RD,RD
Theft,19G20,Apartment Parking Lot,12000-12099,DASHWOOD DR,-
Burglary,19G20,Apartment,10500-10599,TURTLEWOOD CT,-
Burglary,19G20,Rental Storage Facility,8800-8899,BOONE,RD
Theft,19G20,"Field, Woods, Forest, Park",11900-11999,BELLAIRE BLVD,BLVD
Theft,19G20,Residence or House,11200-11299,STROUD,-
Theft,19G20,"Road, Street, or Sidewalk",6600-6699,BRIAR GLADE DR,-
Theft,19G20,Residence or House,11600-11699,SEA SHORE DR,-
Theft,19G20,Apartment Parking Lot,4400-4499,BOONE RD,RD
Aggravated Assault,19G20,Apartment Parking Lot,7800-7899,COOK,RD
Burglary,19G20,Rental Storage Facility,11700-11799,BEECHNUT ST,ST
Theft,19G20,Bar or Night Club Parking Lot,6900-6999,WILCREST DR,-
Theft,19G20,Apartment Parking Lot,4400-4499,BOONE RD,RD
Aggravated Assault,19G20,Residence or House,11000-11099,SELA LN,-
Theft,19G20,Strip Business Center Parking Lot,7700-7799,SAM HOUSTON,PKWY
Aggravated Assault,19G20,Apartment Parking Lot,7900-7999,BELLAIRE,BLVD
Theft,19G20,Restaurant or Cafeteria Parking Lot,10700-10799,BELLAIRE BLVD,BLVD
Theft,19G20,"Road, Street, or Sidewalk",11600-11699,ROWAN LN,-
Theft,19G20,Miscellaneous Business (Non-Specific),4100-4199,COOK,RD
Theft,19G20,Driveway,11500-11599,CHESSWOOD DR,-
Theft,19G20,Department or Discount Store,11200-11299,BEECHNUT,ST
Aggravated Assault,19G20,Residence or House,12100-12199,CORONA LN,-
Burglary,19G20,Vehicle/Auto Sales/Lease/Auto Parts Store,8000-8099,KIRKWOOD,RD
Aggravated Assault,19G20,Residence or House,10700-10799,SELA LN,-
Robbery,19G20,Residence or House,7400-7499,COOK RD,RD
Theft,19G20,Driveway,12000-12099,STROUD DR,-
Theft,19G20,Driveway,10700-10799,SHARPVIEW DR,-
Theft,19G20,Commercial Parking Lot or Garage,6800-6899,BOONE RD,RD
Theft,19G20,Residence or House,11100-11199,BANDLON DR,-
Theft,19G20,Restaurant or Cafeteria Parking Lot,10600-10699,BELLAIRE BLVD A150,-
Burglary,19G20,Residence or House,7600-7699,BELLE PARK DR,-
Theft,19G20,Apartment,11400-11499,HARWIN DR,-
Burglary,19G20,Rental Storage Facility,11700-11799,BEECHNUT,ST
Robbery,19G20,"Road, Street, or Sidewalk",4100-4199,S KIRKWOOD RD,RD
Theft,19G20,"Multi-Plex Home (Duplex,Triplex Etc.)",4200-4299,S KIRKWOOD RD,RD
Murder,19G20,"Road, Street, or Sidewalk",8100-8199,RIPTIDE DR,-
Theft,19G20,Other Parking Lot,12000-12099,BEECHNUT ST,ST
AutoTheft,19G20,Other Parking Lot,12000-12099,BEECHNUT ST,ST
Theft,19G20,Grocery Store or Supermarket Parking Lot,11200-11299,BELLAIRE BLVD,BLVD
Theft,19G20,Strip Business Center Parking Lot,7200-7299,REGENCY SQUARE,BLVD
Theft,19G20,Strip Business Center Parking Lot,12100-12199,BELLAIRE BLVD,BLVD
Theft,19G20,Construction Site,10800-10899,SHARPVIEW DR,-
Robbery,19G20,Apartment Parking Lot,4400-4499,BOONE RD,RD
Robbery,19G20,Driveway,12100-12199,SHARPVIEW DRIVE,-
Robbery,19G20,Grocery Store or Supermarket Parking Lot,4400-4499,WILLOW BEACH DR,-
Burglary,19G20,Restaurant or Cafeteria,6900-6999,WILCREST DR,-
Aggravated Assault,19G20,Residence or House,14900-14999,HAVENRIDGE DR.,-
Theft,19G20,Construction Site,13800-13899,BELLA,DR
Aggravated Assault,19G20,Residence or House,11400-11499,SANDSTONE,-
Theft,19G20,Apartment Parking Lot,10500-10599,TURTLEWOOD CT,-
Burglary,19G20,Restaurant or Cafeteria Parking Lot,11200-11299,BELLAIRE,BLVD
Robbery,19G20,Apartment,4400-4499,BOONE RD,RD
Robbery,19G20,"Road, Street, or Sidewalk",12200-12299,WHITE CAP LN,-
Burglary,19G20,Residence or House,4100-4199,BOONE RD,RD
AutoTheft,19G20,Miscellaneous Business (Non-Specific),11300-11399,BELLAIRE,BLVD
Theft,19G20,Strip Business Center Parking Lot,7300-7399,S KIRKWOOD RD,RD
Theft,19G20,Apartment,6800-6899,COOK RD,RD
Aggravated Assault,19G20,Residence or House,7200-7299,COOK RD,RD
Theft,19G20,Grocery Store or Supermarket,11200-11299,BELLAIRE,BLVD
Theft,19G20,Apartment Parking Lot,11400-11499,HARWIN DR,-
Theft,19G20,Service or Gas Station,10900-10999,BELLAIRE BLVD,BLVD
Theft,19G20,"Road, Street, or Sidewalk",11000-11099,BANDLON DRIVE,-
AutoTheft,19G20,"Road, Street, or Sidewalk",11000-11099,SANDSTONE,-
Theft,19G20,Strip Business Center Parking Lot,11500-11599,BELLAIRE BLVD,BLVD
Theft,19G20,Restaurant or Cafeteria Parking Lot,6500-6599,WILCREST DR,-
Theft,19G20,Apartment Parking Lot,6200-6299,WILCREST DR,-
Robbery,19G20,"Road, Street, or Sidewalk",6300-6399,DAWNRIDGE,DR
AutoTheft,19G20,"Road, Street, or Sidewalk",11600-11699,STROUD DR,-
Robbery,19G20,Strip Business Center Parking Lot,6200-6299,WILCREST DR,-
Robbery,19G20,"Field, Woods, Forest, Park",10600-10699,SHARPVIEW DR,-
Theft,19G20,Driveway,10900-10999,STROUD DR,-
Theft,19G20,Residence or House,6200-6299,WILCREST DR,-
Burglary,19G20,Residence or House,12000-12099,BEECHNUT ST,ST
Robbery,19G20,Pool Hall or Game Room,7200-7299,BOONE RD,RD
Theft,19G20,Grocery Store or Supermarket Parking Lot,11200-11299,BELLAIRE BLVD,BLVD
Theft,19G20,Garage or Carport,11600-11699,CHESSWOOD DR,-
Burglary,19G20,Residence or House,7000-7099,DIARY ASHFORD,RD
AutoTheft,19G30,Driveway,6500-6599,GARDEN TRAIL CT,-
Theft,19G30,Apartment Parking Lot,6600-6699,SYNOTT,-
Burglary,19G30,Residence or House,7000-7099,GREENWAY CHASE ST,ST
Theft,19G30,Miscellaneous Business (Non-Specific),18100-18199,RUSTIC SPRING,DR
Theft,19G30,Other Parking Lot,13000-13099,BELLAIRE BLVD,BLVD
AutoTheft,19G30,Apartment Parking Lot,6700-6799,WESTWICK DR,-
Theft,19G30,Strip Business Center Parking Lot,12900-12999,BELLAIRE BLVD,BLVD
Aggravated Assault,19G30,Apartment,7000-7099,COOK RD,RD
Rape,19G30,Apartment,7500-7599,COOK RD,RD
Theft,19G30,Service or Gas Station,6800-6899,GREENWAY CHASE,ST
Theft,19G30,Hospital Parking Lot,12700-12799,BEECHNUT ST,ST
Burglary,19G30,Miscellaneous Business (Non-Specific),13000-13099,BELLAIRE,BLVD
Theft,19G30,Drug Store or Medical Supply,13100-13199,BELLAIRE,BLVD
Theft,19G30,Vehicle/Auto Sales/Lease/Auto Parts Store,12300-12399,BELLAIRE BLVD,BLVD
Aggravated Assault,19G30,Apartment,7500-7599,COOK RD,RD
Aggravated Assault,19G30,Apartment,7500-7599,COOK RD,RD
AutoTheft,19G30,Apartment Parking Lot,7000-7099,COOK RD,RD
Burglary,19G30,Residence or House,12500-12599,MANOR CT,-
Theft,19G30,Commercial Building,13100-13199,BELLAIRE,BLVD
Burglary,19G30,Residence or House,7600-7699,DEL GLEN LN,-
Theft,19G30,Apartment Parking Lot,6700-6799,S DAIRY ASHFORD RD,RD
Theft,19G30,Other Parking Lot,7700-7799,S DAIRY ASHFORD RD,RD
Burglary,19G30,Residence or House,4800-4899,INGOMAR,WAY
Robbery,19G30,"Road, Street, or Sidewalk",12800-12899,HIGH STAR DR,-
Burglary,19G30,Apartment,7500-7599,COOK RD,RD
Aggravated Assault,19G30,"Road, Street, or Sidewalk",12500-12599,BEECHNUT ST,ST
Theft,19G30,Apartment Parking Lot,7500-7599,COOK RD,RD
Theft,19G30,Apartment,8000-8099,COOK,-
Burglary,19G30,Pool Hall or Game Room,6900-6999,COOK,RD
Theft,19G30,Driveway,12700-12799,LEADER ST,ST
Theft,19G30,Residence or House,12800-12899,CARVEL LN,-
Theft,19G30,Convenience Store Parking Lot,12400-12499,CENTRE CT,-
Theft,19G30,Residence or House,13000-13099,HOMELESS,-
Rape,19G30,Residence or House,13200-13299,AVONSHIRE,DR
Theft,19G30,"Road, Street, or Sidewalk",7200-7299,WINDVINE DR,-
Robbery,19G30,"Road, Street, or Sidewalk",12400-12499,GARDEN ESTATES RD,RD
Burglary,19G30,Residence or House,12300-12399,WELLINGTON PARK DR,-
Theft,19G30,"Road, Street, or Sidewalk",7100-7199,WESTBRANCH DR,-
Burglary,19G30,Apartment,8000-8099,COOK RD APT 1201,-
Burglary,19G30,Residence or House,12400-12499,SHARPVIEW,DR
Robbery,19G30,"Road, Street, or Sidewalk",7500-7599,COOK RD,RD
Robbery,19G30,"Road, Street, or Sidewalk",7700-7799,DEL GLEN LN,-
AutoTheft,19G30,Nursing Home,12700-12799,BEECHNUT ST,ST
Theft,19G30,Convenience Store,8600-8699,JUBLIEE DRIVE,-
Theft,19G30,Driveway,6100-6199,WESTBRANCH DR,-
Theft,19G30,"Road, Street, or Sidewalk",12300-12399,BELLAIRE BLVD,BLVD
Robbery,19G30,Commercial Parking Lot or Garage,12300-12399,BELLAIRE BLVD,BLVD
Aggravated Assault,19G30,Residence or House,12900-12999,WIREVINE,LN
Theft,19G30,Drug Store or Medical Supply,13100-13199,BELLAIRE,BLVD
Theft,19G30,Apartment Parking Lot,7200-7299,CROWNWEST,ST
Burglary,19G30,Apartment,13000-13099,CLAREWOOD DR,-
Robbery,19G30,Elementary School,6400-6499,MONTGOMERY,RD
Burglary,19G30,"Vacant Single Occ Resd(House,Townhs,Dplex)",12900-12999,VILLAWOOD LN,-
Theft,19G30,Residence or House,12500-12599,BELLAIRE BLVD,BLVD
Theft,19G40,"Road, Street, or Sidewalk",11200-11299,BEXLEY DR,-
Theft,19G40,Commercial Parking Lot or Garage,9700-9799,S KIRKWOOD RD,RD
AutoTheft,19G40,Driveway,8300-8399,LEAMONT,-
Robbery,19G40,Apartment Parking Lot,12000-12099,BISSONNET ST,ST
Theft,19G40,Grocery Store or Supermarket,9500-9599,KIRKWOOD,RD
Aggravated Assault,19G40,Residence or House,11600-11699,RIDERWOOD DR,-
Aggravated Assault,19G40,Apartment,12600-12699,BROOKGLADE CIR,-
AutoTheft,19G40,Apartment Parking Lot,9400-9499,S DAIRY ASHFORD RD,RD
Aggravated Assault,19G40,"Road, Street, or Sidewalk",9700-9799,LEAWOOD BLVD,BLVD
Murder,19G40,Residence or House,12300-12399,PINE KNOLL DR,-
Theft,19G40,Convenience Store,9100-9199,DAIRY ASHFORD,RD
Burglary,19G40,Apartment,11500-11599,BISSONNET ST,ST
Theft,19G40,Apartment,11500-11599,BISSONNET ST,ST
Theft,19G40,Grocery Store or Supermarket Parking Lot,11700-11799,BEECHNUT ST,ST
Burglary,19G40,Apartment,9800-9899,UNITED,DR
Theft,19G40,Restaurant or Cafeteria Parking Lot,11800-11899,BISSONNET ST,ST
Theft,19G40,Residence or House,14700-14799,MESA VISTA,DR
Theft,19G40,"Other, Unknown, or Not Listed",8500-8599,RIPTIDE DR,-
Theft,19G40,Elementary School,11400-11499,BISSONNET ST,ST
Burglary,19G40,Apartment,13100-13199,W BELLFORT AVE,-
Theft,19G40,Residence or House,11500-11599,MULHOLLAND DR,-
Robbery,19G40,"Road, Street, or Sidewalk",9400-9499,COVENTRY SQUARE DR,-
Aggravated Assault,19G40,"Other, Unknown, or Not Listed",9500-9599,KIRKWOOD,RD
Theft,19G40,Apartment,9400-9499,COVENTRY SQUARE DR,-
Robbery,19G40,Apartment Parking Lot,9700-9799,LEAWOOD BLVD,BLVD
AutoTheft,19G40,"Road, Street, or Sidewalk",9700-9799,COURT GLEN DR,-
Theft,19G40,Driveway,11800-11899,SPRING GROVE,-
Theft,19G40,Service or Gas Station,12700-12799,S DAIRY ASHFORD RD,RD
Burglary,19G40,Vehicle/Auto Sales/Lease/Auto Parts Store,12500-12599,BISSONNET,ST
Theft,19G40,Specialty Store (Non-Specific),11700-11799,BISSONNET,ST
Theft,19G40,"Church, Synagogue, or Temple",11700-11799,GLEN,DR
Theft,19G40,Apartment,11700-11799,W BELLFORT AVE,-
AutoTheft,19G40,Driveway,12400-12499,HUNTINGTON VENTURE DR,-
Burglary,19G40,Residence or House,11500-11599,HERALD SQUARE DR,-
Theft,19G40,Apartment Parking Lot,9700-9799,LEAWOOD BLVD,BLVD
Theft,19G40,Apartment Parking Lot,9900-9999,S DAIRY ASHFORD RD,RD
Burglary,19G40,Residence or House,10400-10499,HUNTINGTON VALLEY DR,-
Robbery,19G40,Apartment Parking Lot,11700-11799,BISSONNET ST,ST
Theft,19G40,"Road, Street, or Sidewalk",12500-12599,HUNTINGTON FIELD DR,-
Aggravated Assault,19G40,"Road, Street, or Sidewalk",8800-8899,BROOKWULF DR,-
Aggravated Assault,19G40,Residence or House,8800-8899,BROOKWULF DR,-
Theft,19G40,Strip Business Center Parking Lot,12300-12399,BISSONNET ST,ST
Theft,19G40,Apartment Parking Lot,13300-13399,W BELLFORT AVE,-
Theft,19G40,Driveway,12800-12899,COVEY LN,-
Robbery,19G40,Restaurant or Cafeteria,11700-11799,BELLFORT,AVE
Robbery,19G40,"Road, Street, or Sidewalk",11000-11099,SHARPVIEW,DR
Aggravated Assault,19G40,Residence or House,12800-12899,DAIRY BROOK DR,-
AutoTheft,19G40,Apartment Parking Lot,9700-9799,COURT GLEN DR,-
Theft,19G40,Residence or House,11600-11699,KARLWOOD LN,-
Aggravated Assault,19G40,Apartment,9400-9499,COVENTRY SQUARE DR,-
Robbery,19G40,Grocery Store or Supermarket Parking Lot,12600-12699,BROOKGLADE,CIR
Theft,19G40,"Road, Street, or Sidewalk",12100-12199,ALPHA ST,ST
Theft,19G40,Convenience Store,12300-12399,BISSONNET,ST
Theft,19G40,Vehicle/Auto Sales/Lease/Auto Parts Store,11100-11199,BISSONNET,ST
Theft,19G40,Apartment Parking Lot,9700-9799,COURT GLEN DR,-
Robbery,19G40,"Electronics Store, Electrical Supplies",12600-12699,BISSONNET,ST
Theft,19G40,Grocery Store or Supermarket,1200-1299,FRANKLIN,ST
Theft,19G40,Strip Business Center Parking Lot,11800-11899,BISSONNET ST,ST
Theft,19G40,Driveway,11300-11399,EVESBOROUGH DR,-
Theft,19G40,Convenience Store,11200-11299,BISSONNET ST,ST
Aggravated Assault,19G40,"Road, Street, or Sidewalk",11600-11699,FAIRPOINT DR,-
Theft,19G40,Apartment Parking Lot,9700-9799,COURT GLEN DR,-
Burglary,19G40,Convenience Store,9000-9099,DAIRY ASHFORD,RD
Theft,19G40,Strip Business Center Parking Lot,9800-9899,S KIRKWOOD RD,RD
AutoTheft,19G40,Driveway,11300-11399,SHANNON HILLS DR,-
AutoTheft,19G40,Apartment Parking Lot,12000-12099,BISSONNET ST,ST
Theft,19G40,Department or Discount Store,11800-11899,BISSONNET ST,ST
Theft,19G40,"Road, Street, or Sidewalk",2000-2099,MCKINNEY,ST
Theft,19G40,Grocery Store or Supermarket Parking Lot,11700-11799,BEECHNUT ST,ST
Theft,19G40,Apartment Parking Lot,9200-9299,S DAIRY ASHFORD RD,RD
Theft,19G40,Driveway,12300-12399,MAGNOLIA CANYON,-
AutoTheft,19G40,Residence or House,11400-11499,STANCLIFF RD,RD
Theft,19G40,Driveway,12700-12799,BELLAIRE,BLVD
Theft,19G40,Apartment Parking Lot,9700-9799,COURT GLEN DR,-
Burglary,19G40,Residence or House,10600-10699,EMERY DR,-
Theft,19G40,Strip Business Center Parking Lot,11900-11999,BISSONNET ST,ST
Theft,19G40,Drug Store or Medical Supply,9100-9199,DAIRY ASHFORD,RD
Burglary,19G40,Apartment,9400-9499,COVENTRY SQUARE DR,-
Theft,19G40,Residence or House,11400-11499,SPRING GROVE DR,-
Burglary,19G40,Grocery Store or Supermarket,12300-12399,BISSONNET,ST
Theft,19G40,Other Parking Lot,9600-9699,AZEEM AVE,-
Theft,19G40,Apartment Parking Lot,12000-12099,BISSONNET ST,ST
Theft,19G40,Driveway,11600-11699,GLENWOLDE DR,-
Theft,19G40,Apartment Parking Lot,9900-9999,S DAIRY ASHFORD RD,RD
Theft,19G40,Grocery Store or Supermarket,9100-9199,DAIRY ASHFORD,RD
Theft,19G50,Apartment Parking Lot,10600-10699,BROOKLET DR,-
Robbery,19G50,Restaurant or Cafeteria,10600-10699,BELLFORT,AVE
Burglary,19G50,Apartment,10300-10399,WILCREST DR,-
Theft,19G50,Apartment,9700-9799,FORUM PARK DR,-
Robbery,19G50,Service or Gas Station,10500-10599,WILCREST DR,-
Robbery,19G50,Restaurant or Cafeteria,10800-10899,BELLFORT,AVE
AutoTheft,19G50,Vehicle/Auto Sales/Lease/Auto Parts Store,140500-140599,W.SAM HOUSTON,PKWY
Aggravated Assault,19G50,Apartment,9700-9799,FORUM PARK DR,-
Robbery,19G50,Specialty Store (Non-Specific),10700-10799,BELLFORT,AVE
Theft,19G50,Miscellaneous Business (Non-Specific),9800-9899,BISSONNET,ST
Robbery,19G50,Restaurant or Cafeteria,10700-10799,BELLFORT,AVE
AutoTheft,19G50,Hotel or Motel Parking Lot,10400-10499,STANCLIFF RD,RD
Aggravated Assault,19G50,Apartment,10100-10199,FORUM PARK DR,-
Burglary,19G50,Residence or House,11100-11199,BAYOU PLACE,DR
Theft,19G50,"Hotel, Motel, Inn, Etc.",11100-11199,SOUTHWEST,ST
Burglary,19G50,Apartment,11600-11699,WEST BELFORT DR. APT. 90,-
Theft,19G50,Apartment,10100-10199,BISSONNET ST,ST
Aggravated Assault,19G50,"Hotel, Motel, Inn, Etc.",11200-11299,SOUTHWEST FWY OB,-
Theft,19G50,Hotel or Motel Parking Lot,13100-13199,BISSONNET,ST
Robbery,19G50,Apartment Parking Lot,10200-10299,LANDS END DR,-
Burglary,19G50,Apartment,11000-11099,KINGHURST,ST
Theft,19G50,"Hotel, Motel, Inn, Etc.",11200-11299,SOUTHWEST FWY OB,-
Theft,19G50,Residence or House,10800-10899,MONTVERDE LN,-
Burglary,19G50,Apartment,10200-10299,SUGAR BRANCH DR,-
Burglary,19G50,Rental Storage Facility,11700-11799,SOUTHWEST FWY OB,-
Theft,19G50,Apartment Parking Lot,10100-10199,FORUM WEST DR,-
Theft,19G50,Driveway,10300-10399,WILCREST DR,-
Theft,19G50,Grocery Store or Supermarket Parking Lot,11600-11699,W BELLFORT AVE,-
Theft,19G50,Bar or Night Club,9800-9899,SOUTHWEST FWY OB,-
Theft,19G50,Apartment,10100-10199,W SAM HOUSTON PKWY S,-
AutoTheft,19G50,Service or Gas Station,10400-10499,BISSONNET ST,ST
Aggravated Assault,19G50,Apartment,9800-9899,W SAM HOUSTON PKWY S,-
Theft,19G50,Driveway,10200-10299,LANDS END,DR
AutoTheft,19G50,Apartment Parking Lot,10400-10499,SOUTH,DR
Theft,19G50,Service or Gas Station,11100-11199,WILCREST,ST
Burglary,19G50,Apartment,10200-10299,BISSONNET ST,ST
Robbery,19G50,Driveway,11600-11699,VANDERFORD DR,-
Theft,19G50,Nursing Home,11000-11099,SOUTHWEST FWY OB,-
AutoTheft,19G50,Apartment Parking Lot,10400-10499,SOUTH DR,-
Theft,19G50,Apartment Parking Lot,10200-10299,SUGAR BRANCH,DR
Theft,19G50,Apartment Parking Lot,10100-10199,FORUM PARK DR,-
Aggravated Assault,19G50,"Hotel, Motel, Inn, Etc.",11200-11299,SOUTHWEST,ST
Theft,19G50,"Hotel, Motel, Inn, Etc.",11000-11099,BELLFORT,AVE
Robbery,19G50,"Road, Street, or Sidewalk",10400-10499,SOUTH DR,-
Burglary,19G50,Apartment,10100-10199,FORUM PARK DR,-
Aggravated Assault,19G50,Apartment Parking Lot,10100-10199,FORUM PARK,DR
Theft,19G50,Miscellaneous Business (Non-Specific),10000-10099,BISSONNET,ST
Aggravated Assault,19G50,"Road, Street, or Sidewalk",9600-9699,PLAINFIELD,-
Theft,19G50,Service or Gas Station,10400-10499,BISSONNET ST,ST
Theft,19G50,Residence or House,11300-11399,LANDS END CIR,-
Theft,19G50,"Hotel, Motel, Inn, Etc.",11000-11099,HOMELESS,-
Theft,19G50,Department or Discount Store,9600-9699,W SAM HOUSTON PKWY S,-
Burglary,19G50,Apartment,10800-10899,KIPP WAY,DR
Aggravated Assault,19G50,Apartment,10200-10299,FORUM PARK DR,-
Robbery,19G50,Strip Business Center Parking Lot,11400-11499,SOUTHWEST,ST
Robbery,19G50,Apartment,10300-10399,S WILCREST DR,-
Burglary,19G50,Apartment,11600-11699,W BELLFORT AVE,-
Robbery,19G50,Miscellaneous Business (Non-Specific),10400-10499,ROCKLEY RD,RD
Burglary,19G50,Apartment,1600-1699,OAKBURY,DR
Theft,19G50,Apartment Parking Lot,10100-10199,FORUM PARK DR,-
Aggravated Assault,19G50,Apartment Parking Lot,10100-10199,FORUM PARK DR,-
Burglary,19G50,Apartment,9800-9899,FORUM PARK DR,-
AutoTheft,19G50,Auto Repair,9700-9799,BISSONNET ST,ST
Aggravated Assault,19G50,Condominium,10100-10199,FORUM PARK,DR
Aggravated Assault,19G50,Apartment Parking Lot,9700-9799,FORUM PARK DR,-
Aggravated Assault,19G50,Apartment Parking Lot,10600-10699,SOUTH DR,-
Robbery,19G50,"Road, Street, or Sidewalk",10400-10499,FORUM PARK DR,-
Theft,19G50,Apartment Parking Lot,10100-10199,FORUM PARK DR,-
Aggravated Assault,19G50,Apartment,10000-10099,FORUM WEST DR,-
Theft,19G50,Grocery Store or Supermarket Parking Lot,11500-11599,S WILCREST DR,-
Burglary,19G50,Apartment,10200-10299,BISSONNET ST,ST
AutoTheft,19G50,Restaurant or Cafeteria Parking Lot,9600-9699,CENTRE PKWY,-
Aggravated Assault,19G50,Apartment Parking Lot,10100-10199,FORUM PARK DR,-
Theft,19G50,"Road, Street, or Sidewalk",4700-4799,HOOD ROAD,-
Theft,19G50,Department or Discount Store,11500-11599,WILCREST,ST
AutoTheft,19G50,Vehicle/Auto Sales/Lease/Auto Parts Store,10500-10599,SAM HOUSTON,PKWY
Aggravated Assault,19G50,Apartment,11000-11099,KINGHURST DR,-
